PeakID (cmd=annotatePeaks.pl HIOE_RFX6/HIOE_RFX6_0917input_0.05peaks.txt hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr7-201	chr7	7463983	7464437	+	29.0	0.920	intron (NM_001037763, intron 25 of 34)	intron (NM_001037763, intron 25 of 34)	111294	NM_001037763	340267	Hs.491104	NM_001037763	ENSG00000215018	COL28A1	COL28	collagen type XXVIII alpha 1 chain	protein-coding
chr1-387	chr1	243639261	243639715	+	29.0	0.846	intron (NM_001350249, intron 16 of 17)	intron (NM_001350249, intron 16 of 17)	130010	NR_039824	100616343		NR_039824	ENSG00000265201	MIR4677	mir-4677	microRNA 4677	ncRNA
chr1-395	chr1	29586434	29586888	+	29.0	0.741	intron (NM_133177, intron 6 of 30)	GC_rich|Low_complexity|Low_complexity	23627	NM_133177	10076	Hs.19718	NM_005704	ENSG00000060656	PTPRU	FMI|PCP-2|PTP|PTP-J|PTP-PI|PTP-RO|PTPPSI|PTPRO|PTPU2|R-PTP-PSI|R-PTP-U|hPTP-J	protein tyrosine phosphatase receptor type U	protein-coding
chr18-45	chr18	18747547	18748001	+	29.0	0.846	Intergenic	Intergenic	-56000	NM_005406	6093	Hs.306307	NM_005406	ENSG00000067900	ROCK1	P160ROCK|ROCK-I	Rho associated coiled-coil containing protein kinase 1	protein-coding
chr7-185	chr7	157683706	157684160	+	29.0	0.897	intron (NM_001308268, intron 12 of 22)	intron (NM_001308268, intron 12 of 22)	36656	NR_038966	100506585	Hs.661265	NR_038966		LOC100506585	-	uncharacterized LOC100506585	ncRNA
chr11-234	chr11	114283539	114283993	+	29.0	0.800	Intergenic	AluJr|SINE|Alu	12378	NM_001286046	10179	Hs.7527	NM_016090	ENSG00000076053	RBM7	-	RNA binding motif protein 7	protein-coding
chr2-280	chr2	238130676	238131130	+	29.0	0.862	Intergenic	Intergenic	136371	NM_006710	10920	Hs.531713	NM_006710	ENSG00000198612	COPS8	COP9|CSN8|SGN8	COP9 signalosome subunit 8	protein-coding
chr19-228	chr19	18228422	18228876	+	29.0	0.720	intron (NM_015016, intron 2 of 26)	CpG	-19023	NM_001290024	3594	Hs.567294	NM_005535	ENSG00000096996	IL12RB1	CD212|IL-12R-BETA1|IL12RB|IMD30	interleukin 12 receptor subunit beta 1	protein-coding
chr1-421	chr1	41333869	41334323	+	29.0	0.808	Intergenic	Tigger3b|DNA|TcMar-Tigger	-6061	NM_133467	163732	Hs.355820	NM_133467	ENSG00000179862	CITED4	-	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4	protein-coding
chr19-232	chr19	750804	751258	+	29.0	0.808	promoter-TSS (NR_135168)	promoter-TSS (NR_135168)	-81	NM_173481	126353	Hs.439180	NM_173481	ENSG00000099812	MISP	C19orf21|MISP1	mitotic spindle positioning	protein-coding
chr19-210	chr19	15854524	15854978	+	29.0	0.828	Intergenic	FordPrefect|DNA|hAT-Tip100	2548	NM_013938	26532	Hs.553524	NM_013938	ENSG00000171936	OR10H3	-	olfactory receptor family 10 subfamily H member 3	protein-coding
chr3-196	chr3	69500747	69501201	+	29.0	0.862	Intergenic	Intergenic	-65735	NM_015123	23150	Hs.371681	NM_015123	ENSG00000114541	FRMD4B	6030440G05Rik|GRSP1	FERM domain containing 4B	protein-coding
chr16-166	chr16	89990787	89991241	+	29.0	0.778	intron (NM_006086, intron 1 of 3)	intron (NM_006086, intron 1 of 3)	1264	NM_006086	10381	Hs.511743	NM_006086	ENSG00000258947	TUBB3	CDCBM|CDCBM1|CFEOM3|CFEOM3A|FEOM3|TUBB4|beta-4	tubulin beta 3 class III	protein-coding
chr17-219	chr17	37033725	37034179	+	29.0	0.893	intron (NM_006148, intron 1 of 6)	intron (NM_006148, intron 1 of 6)	7641	NR_073384	3927	Hs.741156	NM_006148	ENSG00000002834	LASP1	Lasp-1|MLN50	LIM and SH3 protein 1	protein-coding
chr5-142	chr5	72579925	72580379	+	29.0	0.885	Intergenic	L2c|LINE|L2	-53581	NR_146627	105379033	Hs.145178	NR_146627		LINC02230	-	long intergenic non-protein coding RNA 2230	ncRNA
chr1-407	chr1	185535989	185536443	+	29.0	0.840	intron (NR_110793, intron 2 of 3)	intron (NR_110793, intron 2 of 3)	61404	NR_110793	101929093	Hs.535227	NR_110793	ENSG00000228309	LINC01350	GS1-204I12.1	long intergenic non-protein coding RNA 1350	ncRNA
chr20-100	chr20	52482546	52483000	+	29.0	0.893	Intergenic	Intergenic	9475	NR_002189	391257	Hs.449977	NR_002189		SUMO1P1	PIC1L|UBL2|UBL6	SUMO1 pseudogene 1	pseudo
chr22-102	chr22	36655325	36655779	+	29.0	0.926	intron (NM_001136541, intron 3 of 4)	intron (NM_001136541, intron 3 of 4)	6373	NM_003661	8542	Hs.114309	NM_003661	ENSG00000100342	APOL1	APO-L|APOL|APOL-I|FSGS4	apolipoprotein L1	protein-coding
chr5-129	chr5	131629673	131630127	+	29.0	0.759	promoter-TSS (NM_003059)	promoter-TSS (NM_003059)	-187	NM_003059	6583	Hs.310591	NM_003059	ENSG00000197208	SLC22A4	DFNB60|OCTN1	solute carrier family 22 member 4	protein-coding
chr1-380	chr1	168391678	168392132	+	29.0	0.923	promoter-TSS (NR_037851)	promoter-TSS (NR_037851)	-11	NR_037851	100505918	Hs.568494	NR_037851		LOC100505918	-	uncharacterized LOC100505918	ncRNA
chr6-157	chr6	166796399	166796853	+	29.0	0.889	promoter-TSS (NR_073093)	promoter-TSS (NR_073093)	-125	NR_073093	51660	Hs.172755	NM_016098	ENSG00000060762	MPC1	BRP44L|CGI-129|MPYCD|SLC54A1	mitochondrial pyruvate carrier 1	protein-coding
chr2-276	chr2	134930661	134931115	+	29.0	0.920	intron (NM_001371457, intron 1 of 16)	intron (NM_001371457, intron 1 of 16)	46192	NR_037450	100500878		NR_037450	ENSG00000263813	MIR3679	mir-3679	microRNA 3679	ncRNA
chr1-390	chr1	184724061	184724515	+	29.0	0.731	promoter-TSS (NM_001319960)	promoter-TSS (NM_001319960)	-296	NM_025191	80267	Hs.523811	NM_025191	ENSG00000116406	EDEM3	C1orf22	ER degradation enhancing alpha-mannosidase like protein 3	protein-coding
chr7-196	chr7	64337789	64338243	+	29.0	0.828	Intergenic	SST1|Satellite|centr	-25604	NR_003099	10793	Hs.520889	NM_021148	ENSG00000198039	ZNF273	HZF9	zinc finger protein 273	protein-coding
chr11-209	chr11	40350672	40351126	+	29.0	0.862	intron (NM_001258419, intron 3 of 6)	intron (NM_001258419, intron 3 of 6)	-36219	NR_047674	57689	Hs.745123	NM_020929	ENSG00000148948	LRRC4C	NGL-1|NGL1	leucine rich repeat containing 4C	protein-coding
chr17-227	chr17	77167259	77167713	+	29.0	0.786	intron (NM_001350453, intron 2 of 12)	MER58A|DNA|hAT-Charlie	96467	NM_001042573	64772	Hs.29288	NM_022759	ENSG00000167280	ENGASE	-	endo-beta-N-acetylglucosaminidase	protein-coding
chr17-254	chr17	56494991	56495445	+	29.0	0.840	promoter-TSS (NM_001305544)	promoter-TSS (NM_001305544)	-275	NM_017763	54894	Hs.584916	NM_017763	ENSG00000108375	RNF43	RNF124|SSPCS|URCC	ring finger protein 43	protein-coding
chr1-411	chr1	144519900	144520354	+	29.0	0.926	intron (NM_001278267, intron 52 of 130)	CpG	-28522	NR_104073	101954264		NR_104073	ENSG00000277610	RNVU1-4	RNU1-102|RNU1-50|RNVU1-5|vU1.4|vU1.5	RNA, variant U1 small nuclear 4	snRNA
chr3-214	chr3	73553341	73553795	+	29.0	0.840	intron (NM_015009, intron 3 of 9)	intron (NM_015009, intron 3 of 9)	-16905	NR_121660	101927296	Hs.662049	NR_121660		LOC101927296	-	uncharacterized LOC101927296	ncRNA
chr9-168	chr9	81976933	81977387	+	29.0	0.880	Intergenic	Intergenic	-209528	NM_001351542	7091	Hs.444213	NM_007005	ENSG00000106829	TLE4	BCE-1|BCE1|E(spI)|E(spl)|ESG|ESG4|GRG4|Grg-4	TLE family member 4, transcriptional corepressor	protein-coding
chr3-229	chr3	126107901	126108355	+	29.0	0.821	Intergenic	CpG	5513	NR_103787	100506907	Hs.369473	NR_103787	ENSG00000249833	CCDC37-DT	CCDC37-AS1	CCDC37 divergent transcript	ncRNA
chr1-377	chr1	101689027	101689481	+	29.0	0.680	Intergenic	(TC)n|Simple_repeat|Simple_repeat	12830	NR_104626	101928370	Hs.534209	NR_104626		LOC101928370	-	uncharacterized LOC101928370	ncRNA
chr9-153	chr9	133451257	133451711	+	29.0	0.828	Intergenic	MLT1I|LTR|ERVL-MaLR	3397	NR_027440	100272217	Hs.601255	NR_027440		LOC100272217	-	uncharacterized LOC100272217	ncRNA
chr4-120	chr4	2137913	2138367	+	29.0	0.852	intron (NM_181808, intron 16 of 25)	intron (NM_181808, intron 16 of 25)	77086	NM_178557	339983	Hs.318529	NM_178557	ENSG00000185818	NAT8L	CML3|NACED|NAT8-LIKE	N-acetyltransferase 8 like	protein-coding
chr10-171	chr10	12171360	12171814	+	29.0	0.786	promoter-TSS (NM_018144)	promoter-TSS (NM_018144)	-53	NR_024576	55176	Hs.112955	NM_018144	ENSG00000065665	SEC61A2	-	SEC61 translocon alpha 2 subunit	protein-coding
chr1-424	chr1	17605470	17605924	+	29.0	0.920	intron (NM_016233, intron 13 of 15)	intron (NM_016233, intron 13 of 15)	1313	NR_039768	100616188		NR_039768	ENSG00000266634	MIR3972	-	microRNA 3972	ncRNA
chr8-119	chr8	143085354	143085808	+	29.0	0.731	Intergenic	L2b|LINE|L2	-5924	NR_130468	100616374		NR_130468	ENSG00000265612	MIR4539	-	microRNA 4539	ncRNA
chr19-229	chr19	37262552	37263006	+	29.0	0.920	intron (NM_001267779, intron 1 of 3)	LTR46|LTR|ERV1	930	NM_001193552	342892	Hs.406307	NM_001193552	ENSG00000267041	ZNF850	ZNF850P	zinc finger protein 850	protein-coding
chr17-234	chr17	70251570	70252024	+	29.0	0.857	Intergenic	Intergenic	-87155	NR_135222	146795	Hs.651743	NR_135222	ENSG00000264026	LINC02003	-	long intergenic non-protein coding RNA 2003	ncRNA
chr15-103	chr15	31514274	31514728	+	29.0	0.769	TTS (NM_001243538)	TTS (NM_001243538)	6277	NR_135834	102725022	Hs.664541	NR_135834		LINC02352	-	long intergenic non-protein coding RNA 2352	ncRNA
chr9-138	chr9	100395421	100395875	+	29.0	0.667	promoter-TSS (NM_001351504)	promoter-TSS (NM_001351504)	2	NM_139246	158427	Hs.723236	NM_139246	ENSG00000136925	TSTD2	C9orf97	thiosulfate sulfurtransferase like domain containing 2	protein-coding
chrY-12	chrY	15017324	15017778	+	29.0	0.885	promoter-TSS (NM_001302552)	promoter-TSS (NM_001302552)	-65	NR_136724	8653	Hs.99120	NM_004660	ENSG00000067048	DDX3Y	DBY	DEAD-box helicase 3 Y-linked	protein-coding
chr11-246	chr11	57265155	57265609	+	29.0	0.846	intron (NM_001198810, intron 5 of 14)	intron (NM_001198810, intron 5 of 14)	17000	NM_001198810	8501	Hs.591952	NM_003627	ENSG00000149150	SLC43A1	LAT3|PB39|POV1|R00504	solute carrier family 43 member 1	protein-coding
chr7-186	chr7	70294017	70294471	+	29.0	0.857	Intergenic	Intergenic	-302886	NM_022479	64409	Hs.488591	NM_022479	ENSG00000185274	GALNT17	GALNACT17|GALNT16|GALNT20|GALNTL3|GalNAc-T17|GalNAc-T19|GalNAc-T5L|WBSCR17	polypeptide N-acetylgalactosaminyltransferase 17	protein-coding
chr17-211	chr17	78388690	78389144	+	29.0	0.923	promoter-TSS (NM_001164638)	promoter-TSS (NM_001164638)	-50	NM_001164637	284131	Hs.389678	NM_173627	ENSG00000173818	ENDOV	-	endonuclease V	protein-coding
chrY-11	chrY	58838323	58838777	+	29.0	0.926	Intergenic	(CATTC)n|Satellite|Satellite	-261853	NM_005840	10251	Hs.381912	NM_005840	ENSG00000168939	SPRY3	spry-3	sprouty RTK signaling antagonist 3	protein-coding
chr9-122	chr9	136350223	136350677	+	29.0	0.812	Intergenic	Intergenic	-6229	NM_001145099	11182	Hs.244378	NM_017585	ENSG00000160326	SLC2A6	GLUT6|GLUT9|HSA011372	solute carrier family 2 member 6	protein-coding
chr6-155	chr6	169234857	169235311	+	29.0	0.815	Intergenic	Intergenic	129393	NR_136248	105378146	Hs.343631	NR_136248		LOC105378146	-	uncharacterized LOC105378146	ncRNA
chr10-164	chr10	72801014	72801468	+	29.0	0.852	Intergenic	Intergenic	102431	NR_134314	105378349	Hs.119164	NR_134313	ENSG00000259267	LINC02622	-	long intergenic non-protein coding RNA 2622	ncRNA
chr17-224	chr17	27068335	27068789	+	29.0	0.750	exon (NM_178170, exon 14 of 15)	exon (NM_178170, exon 14 of 15)	-2467	NM_004295	9618	Hs.8375	NM_004295	ENSG00000076604	TRAF4	CART1|MLN62|RNF83	TNF receptor associated factor 4	protein-coding
chr15-101	chr15	40645798	40646252	+	29.0	0.741	intron (NM_001145643, intron 2 of 2)	intron (NM_001145643, intron 2 of 2)	2791	NM_001145643	644844	Hs.447537	NM_001145643	ENSG00000233041	PHGR1	-	proline, histidine and glycine rich 1	protein-coding
chr9-166	chr9	90589244	90589698	+	29.0	0.885	promoter-TSS (NM_001170639)	promoter-TSS (NM_001170639)	-23	NM_001170639	23552	Hs.522274	NM_012119	ENSG00000156345	CDK20	CCRK|CDCH|P42|PNQALRE	cyclin dependent kinase 20	protein-coding
chr2-273	chr2	165911535	165911989	+	29.0	0.778	Intergenic	Intergenic	-99727	NM_173512	151258	Hs.658702	NM_173512	ENSG00000169507	SLC38A11	AVT2	solute carrier family 38 member 11	protein-coding
chr1-402	chr1	226097919	226098373	+	29.0	0.846	Intergenic	Intergenic	11696	NR_106799	102466270		NR_106799	ENSG00000284519	MIR6741	hsa-mir-6741	microRNA 6741	ncRNA
chr5-138	chr5	173209312	173209766	+	29.0	0.893	Intergenic	Intergenic	8406	NR_108028	101928154	Hs.366725	NR_108028		LINC01485	-	long intergenic non-protein coding RNA 1485	ncRNA
chr6-180	chr6	83761616	83762070	+	29.0	0.885	intron (NM_001350604, intron 3 of 10)	MIR|SINE|MIR	13717	NR_146809	90025	Hs.148609	NM_198920	ENSG00000118420	UBE3D	C6orf157|H10BH|UBE2CBP|YJR141W	ubiquitin protein ligase E3D	protein-coding
chr6-165	chr6	128777985	128778439	+	29.0	0.885	intron (NM_001291981, intron 1 of 32)	intron (NM_001291981, intron 1 of 32)	63532	NM_001291984	5796	Hs.155919	NM_002844	ENSG00000152894	PTPRK	R-PTP-kappa	protein tyrosine phosphatase receptor type K	protein-coding
chr1-420	chr1	21978146	21978600	+	29.0	0.800	promoter-TSS (NM_001145658)	promoter-TSS (NM_001145658)	18	NM_001145658	5909	Hs.148178	NM_002885	ENSG00000076864	RAP1GAP	RAP1GA1|RAP1GAP1|RAP1GAPII|RAPGAP	RAP1 GTPase activating protein	protein-coding
chr17-245	chr17	72146489	72146943	+	29.0	0.800	Intergenic	Intergenic	-53101	NM_000999	6169	Hs.380953	NM_000999	ENSG00000172809	RPL38	L38	ribosomal protein L38	protein-coding
chr2-271	chr2	98460729	98461183	+	29.0	0.923	intron (NM_015348, intron 5 of 40)	intron (NM_015348, intron 5 of 40)	110087	NM_207519	7535	Hs.234569	NM_001079	ENSG00000115085	ZAP70	ADMIO2|IMD48|SRK|STCD|STD|TZK|ZAP-70	zeta chain of T cell receptor associated protein kinase 70	protein-coding
chr3-213	chr3	114618419	114618873	+	29.0	0.893	intron (NM_001164343, intron 3 of 11)	intron (NM_001164343, intron 3 of 11)	826	NR_121662	26137	Hs.202577	NM_015642	ENSG00000181722	ZBTB20	DPZF|HOF|ODA-8S|PRIMS|ZNF288	zinc finger and BTB domain containing 20	protein-coding
chr9-150	chr9	35828549	35829003	+	29.0	0.933	promoter-TSS (NM_016446)	promoter-TSS (NM_016446)	-47	NM_001012446	392307	Hs.128075	NM_001012446	ENSG00000204930	FAM221B	C9orf128	family with sequence similarity 221 member B	protein-coding
chr20-114	chr20	56562474	56562928	+	29.0	0.800	Intergenic	Tigger9b|DNA|TcMar-Tigger	-16259	NR_147083	105376992	Hs.736662	NR_147083	ENSG00000275852	LINC01742	-	long intergenic non-protein coding RNA 1742	ncRNA
chr7-192	chr7	44665485	44665939	+	29.0	0.846	intron (NM_001165036, intron 2 of 22)	intron (NM_001165036, intron 2 of 22)	19486	NM_001165036	4967	Hs.488181	NM_002541	ENSG00000105953	OGDH	AKGDH|E1k|OGDC	oxoglutarate dehydrogenase	protein-coding
chr8-113	chr8	38367572	38368026	+	29.0	0.923	TTS (NM_207412)	TTS (NM_207412)	18381	NM_001369355	389649	Hs.546586	NM_207412	ENSG00000196166	C8orf86	-	chromosome 8 open reading frame 86	protein-coding
chr5-143	chr5	81327156	81327610	+	29.0	0.857	intron (NM_031482, intron 2 of 7)	intron (NM_031482, intron 2 of 7)	59541	NM_031482	83734	Hs.713698	NM_031482	ENSG00000152348	ATG10	APG10|APG10L|pp12616	autophagy related 10	protein-coding
chr6-174	chr6	34017083	34017537	+	29.0	0.769	intron (NM_001256811, intron 5 of 9)	L2a|LINE|L2	-49482	NR_031681	100302123		NR_031681	ENSG00000221697	MIR1275	MIRN1275|hsa-mir-1275|mir-1275	microRNA 1275	ncRNA
chr7-195	chr7	105221737	105222191	+	29.0	0.880	promoter-TSS (NM_001355526)	promoter-TSS (NM_001355526)	-24	NM_001355526	100130771	Hs.719432	NM_001355526	ENSG00000185055	EFCAB10	-	EF-hand calcium binding domain 10	protein-coding
chr8-130	chr8	42010565	42011019	+	29.0	0.815	intron (NM_006803, intron 1 of 8)	CpG	211	NM_006803	10947	Hs.654529	NM_006803	ENSG00000070718	AP3M2	AP47B|CLA20|P47B	adaptor related protein complex 3 subunit mu 2	protein-coding
chr11-191	chr11	31840599	31841053	+	29.0	0.818	intron (NR_033971, intron 1 of 2)	intron (NR_033971, intron 1 of 2)	-1317	NR_160917	5080	Hs.270303	NM_000280	ENSG00000007372	PAX6	AN|AN2|ASGD5|D11S812E|FVH1|MGDA|WAGR	paired box 6	protein-coding
chr12-168	chr12	131008135	131008589	+	29.0	0.750	intron (NM_001351228, intron 2 of 21)	intron (NM_001351228, intron 2 of 21)	104639	NM_015347	23504	Hs.657441	NM_015347	ENSG00000060709	RIMBP2	PPP1R133|RBP2|RIM-BP2	RIMS binding protein 2	protein-coding
chr13-68	chr13	113366057	113366511	+	29.0	0.920	intron (NM_015205, intron 1 of 29)	intron (NM_015205, intron 1 of 29)	21641	NM_015205	23250	Hs.29189	NM_015205	ENSG00000068650	ATP11A	ATPIH|ATPIS	ATPase phospholipid transporting 11A	protein-coding
chr2-255	chr2	120452687	120453141	+	29.0	0.923	intron (NR_148341, intron 6 of 16)	intron (NR_148341, intron 6 of 16)	16137	NR_148341	80775	Hs.439991	NM_030577	ENSG00000144120	TMEM177	-	transmembrane protein 177	protein-coding
chr11-225	chr11	59529493	59529947	+	29.0	0.923	intron (NM_004177, intron 1 of 10)	intron (NM_004177, intron 1 of 10)	6871	NM_004177	6809	Hs.180711	NM_004177	ENSG00000166900	STX3	STX3A	syntaxin 3	protein-coding
chr15-102	chr15	96875445	96875899	+	29.0	0.885	promoter-TSS (NR_031715)	promoter-TSS (NR_031715)	-122	NM_001145156	7026	Hs.347991	NM_021005	ENSG00000185551	NR2F2	ARP-1|ARP1|CHTD4|COUPTF2|COUPTFB|COUPTFII|NF-E3|SVP40|TFCOUP2	nuclear receptor subfamily 2 group F member 2	protein-coding
chr17-220	chr17	39162202	39162656	+	29.0	0.923	Intergenic	MER66B|LTR|ERV1	2951	NM_031958	83896	Hs.307027	NM_031958	ENSG00000212901	KRTAP3-1	KAP3.1|KRTAP3.1	keratin associated protein 3-1	protein-coding
chr19-233	chr19	12250892	12251346	+	29.0	0.800	promoter-TSS (NM_021143)	promoter-TSS (NM_021143)	46	NM_001203250	7568	Hs.512823	NM_021143	ENSG00000132010	ZNF20	KOX13	zinc finger protein 20	protein-coding
chr2-233	chr2	192799948	192800402	+	29.0	0.893	Intergenic	Intergenic	-88361	NM_004657	8436	Hs.26530	NM_004657	ENSG00000168497	CAVIN2	PS-p68|SDPR|SDR|cavin-2	caveolae associated protein 2	protein-coding
chr14-131	chr14	55493618	55494072	+	29.0	0.808	promoter-TSS (NM_080867)	promoter-TSS (NM_080867)	-28	NM_007086	11169	Hs.385998	NM_007086	ENSG00000198554	WDHD1	AND-1|AND1|CHTF4|CTF4	WD repeat and HMG-box DNA binding protein 1	protein-coding
chr19-224	chr19	33998219	33998673	+	29.0	0.923	intron (NM_000285, intron 3 of 14)	intron (NM_000285, intron 3 of 14)	14251	NM_000285	5184	Hs.36473	NM_000285	ENSG00000124299	PEPD	PROLIDASE	peptidase D	protein-coding
chr8-111	chr8	17997985	17998439	+	29.0	0.733	Intergenic	LTR10G|LTR|ERV1	-29764	NM_001291962	9	Hs.591847	NM_000662	ENSG00000171428	NAT1	AAC1|MNAT|NAT-1|NATI	N-acetyltransferase 1	protein-coding
chr11-244	chr11	15432763	15433217	+	29.0	0.880	Intergenic	Intergenic	-232441	NM_001293172	102724957	Hs.512245	NM_001293172		LOC102724957	-	uncharacterized LOC102724957	protein-coding
chr10-165	chr10	71112234	71112688	+	29.0	0.923	intron (NM_033497, intron 5 of 20)	L1MB7|LINE|L1	33858	NM_000188	3098	Hs.370365	NM_000188	ENSG00000156515	HK1	HK|HK1-ta|HK1-tb|HK1-tc|HKD|HKI|HMSNR|HXK1|RP79|hexokinase	hexokinase 1	protein-coding
chr7-188	chr7	6543112	6543566	+	29.0	0.769	intron (NM_001145118, intron 15 of 21)	CpG-24017	-19556	NM_006854	11014	Hs.654552	NM_006854	ENSG00000136240	KDELR2	ELP-1|ERD2.2	KDEL endoplasmic reticulum protein retention receptor 2	protein-coding
chr9-163	chr9	95967634	95968088	+	29.0	0.840	intron (NM_001282394, intron 1 of 29)	intron (NM_001282394, intron 1 of 29)	20649	NM_006648	65268	Hs.654856	NM_006648	ENSG00000165238	WNK2	NY-CO-43|P/OKcl.13|PRKWNK2|SDCCAG43	WNK lysine deficient protein kinase 2	protein-coding
chr19-219	chr19	18737680	18738134	+	29.0	0.885	Intergenic	L2b|LINE|L2	-9931	NM_001345985	55295	Hs.250632	NM_018316	ENSG00000167487	KLHL26	-	kelch like family member 26	protein-coding
chr6-175	chr6	11275681	11276135	+	29.0	0.923	intron (NM_001142393, intron 2 of 7)	intron (NM_001142393, intron 2 of 7)	-42993	NM_001271033	4739	Hs.37982	NM_006403	ENSG00000111859	NEDD9	CAS-L|CAS2|CASL|CASS2|HEF1	neural precursor cell expressed, developmentally down-regulated 9	protein-coding
chr10-167	chr10	97234307	97234761	+	29.0	0.880	intron (NM_015385, intron 2 of 24)	intron (NM_015385, intron 2 of 24)	-33597	NM_001290297	10580	Hs.38621	NM_006434	ENSG00000095637	SORBS1	CAP|FLAF2|R85FL|SH3D5|SH3P12|SORB1	sorbin and SH3 domain containing 1	protein-coding
chr7-180	chr7	138666014	138666468	+	29.0	0.857	promoter-TSS (NM_020910)	promoter-TSS (NM_020910)	-106	NM_020910	57670	Hs.605380	NM_020910	ENSG00000122778	KIAA1549	-	KIAA1549	protein-coding
chr9-240	chr9	109626117	109626571	+	29.0	0.885	intron (NM_001347997, intron 1 of 12)	(TC)n|Simple_repeat|Simple_repeat	897	NM_001347997	58499	Hs.370379	NM_021224	ENSG00000148143	ZNF462	ZFPIP|Zfp462	zinc finger protein 462	protein-coding
chr10-163	chr10	82224734	82225188	+	29.0	0.808	intron (NM_001351268, intron 2 of 9)	intron (NM_001351268, intron 2 of 9)	-3058	NM_001351271	81619	Hs.308615	NM_030927	ENSG00000108219	TSPAN14	DC-TM4F2|TM4SF14|tspan-14	tetraspanin 14	protein-coding
chr19-223	chr19	48971923	48972377	+	29.0	0.815	promoter-TSS (NM_004228)	promoter-TSS (NM_004228)	-315	NM_017457	9266	Hs.144011	NM_004228	ENSG00000105443	CYTH2	ARNO|CTS18|CTS18.1|PSCD2|PSCD2L|SEC7L|Sec7p-L|Sec7p-like|cytohesin-2	cytohesin 2	protein-coding
chr5-148	chr5	150535365	150535819	+	29.0	0.808	intron (NM_001155, intron 1 of 25)	intron (NM_001155, intron 1 of 25)	1748	NM_001155	309	Hs.412117	NM_001155	ENSG00000197043	ANXA6	ANX6|CBP68|CPB-II|p68|p70	annexin A6	protein-coding
chr7-179	chr7	105478650	105479104	+	29.0	0.767	intron (NM_152749, intron 2 of 3)	intron (NM_152749, intron 2 of 3)	38154	NM_152749	222255	Hs.745056	NM_020725	ENSG00000146776	ATXN7L1	ATXN7L4	ataxin 7 like 1	protein-coding
chr2-268	chr2	109335595	109336049	+	29.0	0.808	promoter-TSS (NM_006267)	promoter-TSS (NM_006267)	-116	NM_006267	5903	Hs.199561	NM_006267	ENSG00000153201	RANBP2	ADANE|ANE1|IIAE3|NUP358|TRP1|TRP2	RAN binding protein 2	protein-coding
chr3-228	chr3	132378524	132378978	+	29.0	0.769	promoter-TSS (NM_001321238)	promoter-TSS (NM_001321238)	-98	NM_032169	84129	Hs.441378	NM_032169	ENSG00000240303	ACAD11	ACAD-11	acyl-CoA dehydrogenase family member 11	protein-coding
chr2-246	chr2	161070864	161071318	+	29.0	0.815	Intergenic	Intergenic	-14267	NM_001282354	3694	Hs.470399	NM_000888	ENSG00000115221	ITGB6	AI1H	integrin subunit beta 6	protein-coding
chr22-94	chr22	37447963	37448417	+	29.0	0.885	intron (NM_001282684, intron 1 of 8)	CpG	414	NM_001282686	79734	Hs.517597	NM_024681	ENSG00000100379	KCTD17	-	potassium channel tetramerization domain containing 17	protein-coding
chr6-154	chr6	137092354	137092808	+	29.0	0.862	intron (NM_005923, intron 1 of 29)	MER66B|LTR|ERV1	-12604	NR_134635	101928429	Hs.672896	NR_134635		LOC101928429	-	uncharacterized LOC101928429	ncRNA
