PeakID (cmd=annotatePeaks.pl HIOE_NEUROD1/HIOE_NEUROD1_0917input_0.05peaks.txt hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr3-42	chr3	127568253	127568581	+	12.1	0.828	Intergenic	MLT1J|LTR|ERVL-MaLR	-26324	NM_001003794	11343	Hs.277035	NM_007283	ENSG00000074416	MGLL	HU-K5|HUK5|MAGL|MGL	monoglyceride lipase	protein-coding
chr11-54	chr11	125983550	125983878	+	12.1	0.833	Intergenic	Intergenic	-50527	NM_016952	50937	Hs.38034	NM_016952	ENSG00000064309	CDON	CDO|CDON1|HPE11|ORCAM	cell adhesion associated, oncogene regulated	protein-coding
chr11-57	chr11	31840615	31840943	+	12.1	0.765	intron (NR_033971, intron 1 of 2)	intron (NR_033971, intron 1 of 2)	-1270	NM_001368923	5080	Hs.270303	NM_000280	ENSG00000007372	PAX6	AN|AN2|ASGD5|D11S812E|FVH1|MGDA|WAGR	paired box 6	protein-coding
chr7-42	chr7	30324208	30324536	+	12.1	0.759	5' UTR (NM_147128, exon 1 of 5)	5' UTR (NM_147128, exon 1 of 5)	159	NM_147128	223082	Hs.263912	NM_147128	ENSG00000180233	ZNRF2	RNF202	zinc and ring finger 2	protein-coding
chr6-37	chr6	41546188	41546516	+	12.1	0.645	intron (NM_001012426, intron 3 of 16)	intron (NM_001012426, intron 3 of 16)	-20109	NR_039784	100616178		NR_039784	ENSG00000266494	MIR4641	-	microRNA 4641	ncRNA
chr19-51	chr19	2332708	2333036	+	12.1	0.800	intron (NM_152988, intron 1 of 15)	intron (NM_152988, intron 1 of 15)	4189	NM_001077238	56928	Hs.744026	NM_152988	ENSG00000005206	SPPL2B	IMP-4|IMP4|PSH4|PSL1	signal peptide peptidase like 2B	protein-coding
chr8-41	chr8	29630920	29631248	+	12.1	0.857	intron (NR_125815, intron 1 of 3)	intron (NR_125815, intron 1 of 3)	25259	NR_125816	101929450	Hs.512440	NR_125814	ENSG00000253490	LINC02099	-	long intergenic non-protein coding RNA 2099	ncRNA
chr9-53	chr9	138455043	138455371	+	12.1	0.677	intron (NM_001018049, intron 3 of 6)	(TAGG)n|Simple_repeat|Simple_repeat	1605	NM_001018049	5047	Hs.532325	NM_002571	ENSG00000122133	PAEP	GD|GdA|GdF|GdS|PAEG|PEP|PP14|ZIF-1	progestagen associated endometrial protein	protein-coding
chr7-49	chr7	1462463	1462791	+	12.1	0.741	Intergenic	Intergenic	36479	NM_182924	79778	Hs.376617	NM_024723	ENSG00000164877	MICALL2	JRAB|MICAL-L2	MICAL like 2	protein-coding
chr4-49	chr4	49151533	49151861	+	12.1	0.714	Intergenic	(CATTC)n|Satellite|Satellite	163038	NM_001286791	80157	Hs.479703	NM_025087	ENSG00000109182	CWH43	CWH43-C|PGAP2IP	cell wall biogenesis 43 C-terminal homolog	protein-coding
chr9-59	chr9	110309188	110309516	+	12.1	0.815	Intergenic	Intergenic	-57302	NM_004235	9314	Hs.376206	NM_004235	ENSG00000136826	KLF4	EZF|GKLF	Kruppel like factor 4	protein-coding
chr17-95	chr17	26650045	26650373	+	12.1	0.800	intron (NM_014573, intron 1 of 2)	intron (NM_014573, intron 1 of 2)	3983	NM_014573	27346	Hs.199695	NM_014573	ENSG00000109084	TMEM97	MAC30	transmembrane protein 97	protein-coding
chr19-30	chr19	56039817	56040145	+	12.1	0.758	TTS (NM_001370096)	TTS (NM_001370096)	8519	NM_001370096	646643	Hs.532676	NM_001101401	ENSG00000187550	SBK2	SGK069	SH3 domain binding kinase family member 2	protein-coding
chr11-50	chr11	76857807	76858135	+	12.1	0.676	intron (NM_001369365, intron 4 of 49)	intron (NM_001369365, intron 4 of 49)	18679	NM_001127180	4647	Hs.370421	NM_000260	ENSG00000137474	MYO7A	DFNA11|DFNB2|MYOVIIA|MYU7A|NSRD2|USH1B	myosin VIIA	protein-coding
chr16-82	chr16	4310311	4310639	+	12.1	0.750	exon (NM_003223, exon 5 of 7)	exon (NM_003223, exon 5 of 7)	-6685	NR_039999	100507501	Hs.632979	NR_039999		LINC01569	-	long intergenic non-protein coding RNA 1569	ncRNA
chr14-27	chr14	59656654	59656982	+	12.1	0.833	intron (NM_001270520, intron 1 of 24)	intron (NM_001270520, intron 1 of 24)	1433	NM_001270520	23002	Hs.19156	NM_014992	ENSG00000100592	DAAM1	-	dishevelled associated activator of morphogenesis 1	protein-coding
chr3-35	chr3	38307845	38308173	+	12.1	0.686	intron (NM_004256, intron 1 of 9)	intron (NM_004256, intron 1 of 9)	706	NM_004256	9390	Hs.225941	NM_004256	ENSG00000172940	SLC22A13	OAT10|OCTL1|OCTL3|ORCTL-3|ORCTL3	solute carrier family 22 member 13	protein-coding
chr5-23	chr5	54469669	54469997	+	12.1	0.724	promoter-TSS (NM_001145734)	promoter-TSS (NM_001145734)	-828	NM_001145734	166979	Hs.669184	NM_152623	ENSG00000164287	CDC20B	G6VTS76519	cell division cycle 20B	protein-coding
chr6-50	chr6	36695237	36695565	+	12.1	0.793	exon (NM_001257357, exon 11 of 14)	exon (NM_001257357, exon 11 of 14)	29776	NM_001314020	57699	Hs.372129	NM_020939	ENSG00000124772	CPNE5	COPN5|CPN5	copine 5	protein-coding
chr17-81	chr17	39168750	39169078	+	12.1	0.781	Intergenic	L2|LINE|L2	-3534	NM_031958	83896	Hs.307027	NM_031958	ENSG00000212901	KRTAP3-1	KAP3.1|KRTAP3.1	keratin associated protein 3-1	protein-coding
chr15-28	chr15	89727694	89728022	+	12.1	0.765	intron (NM_007011, intron 10 of 14)	intron (NM_007011, intron 10 of 14)	36952	NM_000326	6017	Hs.1933	NM_000326	ENSG00000140522	RLBP1	CRALBP	retinaldehyde binding protein 1	protein-coding
chr3-44	chr3	196393053	196393381	+	12.1	0.862	Intergenic	LTR33|LTR|ERVL	26652	NM_198565	375387	Hs.702186	NM_198565	ENSG00000174004	NRROS	ELLP3030|GARPL1|LRRC33|UNQ3030	negative regulator of reactive oxygen species	protein-coding
chr18-19	chr18	56763594	56763922	+	12.1	0.733	Intergenic	Intergenic	-43358	NM_033280	90701	Hs.45107	NM_033280	ENSG00000166562	SEC11C	SEC11L3|SPC21|SPCS4C	SEC11 homolog C, signal peptidase complex subunit	protein-coding
chr2-106	chr2	235888144	235888472	+	12.1	0.733	intron (NM_001371304, intron 1 of 5)	MLT1F2|LTR|ERVL-MaLR	961	NM_001371304								
chr1-117	chr1	107599987	107600315	+	12.1	0.714	exon (NM_018137, exon 1 of 1)	exon (NM_018137, exon 1 of 1)	855	NM_018137	55170	Hs.26006	NM_018137	ENSG00000198890	PRMT6	HRMT1L6	protein arginine methyltransferase 6	protein-coding
chr17-93	chr17	79303460	79303788	+	12.1	0.828	Intergenic	Intergenic	-20576	NR_038080	284185	Hs.631762	NM_178519		LINC00482	C17orf55	long intergenic non-protein coding RNA 482	ncRNA
chr1-97	chr1	118108453	118108781	+	12.1	0.735	Intergenic	Intergenic	39775	NR_121626	100996263	Hs.202533	NR_121626	ENSG00000236866	LOC100996263	-	uncharacterized LOC100996263	ncRNA
chr1-139	chr1	25028996	25029324	+	12.1	0.750	Intergenic	Intergenic	-42778	NM_013943	25932	Hs.440544	NM_013943	ENSG00000169504	CLIC4	CLIC4L|H1|MTCLIC|huH1|p64H1	chloride intracellular channel 4	protein-coding
chr2-90	chr2	75303256	75303584	+	12.1	0.800	intron (NM_015727, intron 2 of 3)	intron (NM_015727, intron 2 of 3)	-14519	NR_049796	100846995		NR_049796	ENSG00000263909	MIR5000	-	microRNA 5000	ncRNA
chr17-100	chr17	79461899	79462227	+	12.1	0.786	Intergenic	Intergenic	17762	NR_037688	71	Hs.514581	NM_001614	ENSG00000184009	ACTG1	ACT|ACTG|DFNA20|DFNA26|HEL-176	actin gamma 1	protein-coding
chr6-48	chr6	22099348	22099676	+	12.1	0.750	intron (NR_015410, intron 8 of 11)	intron (NR_015410, intron 8 of 11)	47910	NR_034143	729177	Hs.730673	NR_034143	ENSG00000260455	NBAT1	CASC14|NBAT-1	neuroblastoma associated transcript 1	ncRNA
chr12-26	chr12	12420769	12421097	+	12.1	0.839	promoter-TSS (NM_002336)	promoter-TSS (NM_002336)	-955	NM_002336	4040	Hs.584775	NM_002336	ENSG00000070018	LRP6	ADCAD2|STHAG7	LDL receptor related protein 6	protein-coding
chr2-118	chr2	20579039	20579367	+	12.1	0.857	Intergenic	Intergenic	-27189	NM_001352925	23369	Hs.467824	NM_015317	ENSG00000055917	PUM2	PUMH2|PUML2	pumilio RNA binding family member 2	protein-coding
chr19-49	chr19	49842040	49842368	+	12.1	0.621	intron (NM_001040031, intron 6 of 7)	CpG	3541	NM_001774	951	Hs.166556	NM_001774	ENSG00000104894	CD37	GP52-40|TSPAN26	CD37 molecule	protein-coding
chr3-40	chr3	12521456	12521784	+	12.1	0.806	Intergenic	L2|LINE|L2	-4311	NM_001145394	80746	Hs.335550	NM_025265	ENSG00000154743	TSEN2	PCH2B|SEN2|SEN2L	tRNA splicing endonuclease subunit 2	protein-coding
chrUn_gl000220-28	chrUn_gl000220	104077	104405	+	12.1	0.926	promoter-TSS (NR_106782).2	promoter-TSS (NR_106782).2	-491	NR_128717	103504733		NR_128717	ENSG00000275692	MIR6724-4	hsa-mir-6724-4	microRNA 6724-4	ncRNA
chr1-95	chr1	203607277	203607605	+	12.1	0.758	intron (NM_001365784, intron 1 of 20)	intron (NM_001365784, intron 1 of 20)	10376	NM_001365784	493	Hs.343522	NM_001684	ENSG00000058668	ATP2B4	ATP2B2|MXRA1|PMCA4|PMCA4b|PMCA4x	ATPase plasma membrane Ca2+ transporting 4	protein-coding
chr18-22	chr18	60118169	60118497	+	12.1	0.828	Intergenic	Intergenic	-71925	NR_126534	54877	Hs.114191	NM_017742	ENSG00000141664	ZCCHC2	C18orf49	zinc finger CCHC-type containing 2	protein-coding
chr1-115	chr1	934520	934848	+	12.1	0.793	exon (NM_001142467, exon 3 of 3)	exon (NM_001142467, exon 3 of 3)	793	NM_021170	57801	Hs.154029	NM_021170	ENSG00000188290	HES4	bHLHb42	hes family bHLH transcription factor 4	protein-coding
chr9-50	chr9	86785710	86786038	+	12.1	0.750	Intergenic	Intergenic	107516	NR_110995	101927575	Hs.459826	NR_110995	ENSG00000227463	LOC101927575	-	uncharacterized LOC101927575	ncRNA
chr2-81	chr2	174746181	174746509	+	12.1	0.710	Intergenic	Intergenic	82263	NM_001017371	6670	Hs.531587	NM_003111	ENSG00000172845	SP3	SPR2	Sp3 transcription factor	protein-coding
chr2-109	chr2	96733533	96733861	+	12.1	0.759	Intergenic	Intergenic	-31975	NM_001321531	150763	Hs.348629	NM_207328	ENSG00000186281	GPAT2	CT123	glycerol-3-phosphate acyltransferase 2, mitochondrial	protein-coding
chr7-50	chr7	5598478	5598806	+	12.1	0.774	Intergenic	Intergenic	-28410	NM_001101	60	Hs.520640	NM_001101	ENSG00000075624	ACTB	BRWS1|PS1TP5BP1	actin beta	protein-coding
chr1-125	chr1	39738018	39738346	+	12.1	0.852	intron (NM_012090, intron 5 of 92)	intron (NM_012090, intron 5 of 92)	-136563	NM_015038	643314	Hs.658760	NM_015038	ENSG00000127603	KIAA0754	-	KIAA0754	protein-coding
chr16-78	chr16	19256896	19257224	+	12.1	0.815	intron (NM_001330509, intron 7 of 7)	intron (NM_001330509, intron 7 of 7)	-39993	NM_001256720	728276	Hs.632180	NM_001256720	ENSG00000261210	CLEC19A	-	C-type lectin domain containing 19A	protein-coding
chr2-88	chr2	235304422	235304750	+	12.1	0.844	Intergenic	Intergenic	58653	NR_146988	105373934	Hs.471685	NR_146988	ENSG00000231682	LINC01891	-	long intergenic non-protein coding RNA 1891	ncRNA
chr10-72	chr10	92189011	92189339	+	12.1	0.769	intron (NR_110657, intron 3 of 6)	intron (NR_110657, intron 3 of 6)	111387	NR_110657	101926942	Hs.382666	NR_110657	ENSG00000236373	LINC02653	-	long intergenic non-protein coding RNA 2653	ncRNA
chr20-36	chr20	56561950	56562278	+	12.1	0.690	Intergenic	Intergenic	-16846	NR_147083	105376992	Hs.736662	NR_147083	ENSG00000275852	LINC01742	-	long intergenic non-protein coding RNA 1742	ncRNA
chr2-112	chr2	231603696	231604024	+	12.1	0.923	intron (NM_001130849, intron 1 of 8)	intron (NM_001130849, intron 1 of 8)	25597	NM_001130849	51719	Hs.603930	NM_016289	ENSG00000135932	CAB39	CGI-66|MO25	calcium binding protein 39	protein-coding
chr11-62	chr11	116437277	116437605	+	12.1	0.667	Intergenic	Intergenic	-72698	NR_135069	101929011	Hs.733911	NR_135069	ENSG00000237937	LINC02702	-	long intergenic non-protein coding RNA 2702	ncRNA
chr7-31	chr7	73121626	73121954	+	12.1	0.750	intron (NM_004603, intron 3 of 9)	intron (NM_004603, intron 3 of 9)	-3857	NR_036247	100422948		NR_036247	ENSG00000265724	MIR4284	mir-4284	microRNA 4284	ncRNA
chr2-103	chr2	46409438	46409766	+	12.1	0.828	intron (NM_005400, intron 14 of 14)	intron (NM_005400, intron 14 of 14)	-114944	NM_001430	2034	Hs.468410	NM_001430	ENSG00000116016	EPAS1	ECYT4|HIF2A|HLF|MOP2|PASD2|bHLHe73	endothelial PAS domain protein 1	protein-coding
chr8-46	chr8	120059456	120059784	+	12.1	0.893	intron (NM_001324095, intron 3 of 7)	intron (NM_001324095, intron 3 of 7)	-19866	NM_006438	10584	Hs.176615	NM_006438	ENSG00000184374	COLEC10	3MC3|CL-34|CLL1	collectin subfamily member 10	protein-coding
chr1-138	chr1	11908169	11908497	+	12.1	0.852	promoter-TSS (NM_006172)	promoter-TSS (NM_006172)	-493	NM_006172	4878	Hs.75640	NM_006172	ENSG00000175206	NPPA	ANF|ANP|ATFB6|ATRST2|CDD|CDD-ANF|CDP|PND	natriuretic peptide A	protein-coding
chr2-95	chr2	27723886	27724214	+	12.1	0.828	exon (NM_001486, exon 8 of 19)	exon (NM_001486, exon 8 of 19)	4344	NM_001486	2646	Hs.89771	NM_001486	ENSG00000084734	GCKR	FGQTL5|GKRP	glucokinase regulator	protein-coding
chr7-46	chr7	1594811	1595139	+	12.1	0.759	exon (NM_001097620, exon 2 of 9)	exon (NM_001097620, exon 2 of 9)	866	NM_001097620	202915	Hs.592174	NM_152689	ENSG00000164855	TMEM184A	SDMG1	transmembrane protein 184A	protein-coding
chr5-22	chr5	95066942	95067270	+	12.1	0.704	promoter-TSS (NM_014899)	promoter-TSS (NM_014899)	66	NM_014899	22836	Hs.445030	NM_014899	ENSG00000164292	RHOBTB3	-	Rho related BTB domain containing 3	protein-coding
chr15-36	chr15	42357262	42357590	+	12.1	0.750	Intergenic	Intergenic	-14525	NM_001206670	123745	Hs.668060	NM_001080490	ENSG00000188089	PLA2G4E	-	phospholipase A2 group IVE	protein-coding
chr12-31	chr12	113810651	113810979	+	12.1	0.759	intron (NM_173542, intron 3 of 11)	intron (NM_173542, intron 3 of 11)	14423	NM_001159727	196463	Hs.115896	NM_173542	ENSG00000151176	PLBD2	P76	phospholipase B domain containing 2	protein-coding
chr2-92	chr2	101766944	101767272	+	12.1	0.633	intron (NM_001102426, intron 1 of 19)	CpG	801	NM_001102426	11138	Hs.442657	NM_007063	ENSG00000204634	TBC1D8	AD3|GRAMD8|HBLP1|TBC1D8A|VRP	TBC1 domain family member 8	protein-coding
chr15-35	chr15	93166751	93167079	+	12.1	0.828	intron (NM_207446, intron 2 of 2)	intron (NM_207446, intron 2 of 2)	32090	NM_207446	400451	Hs.27373	NM_207446	ENSG00000185442	FAM174B	-	family with sequence similarity 174 member B	protein-coding
chr17-91	chr17	77461437	77461765	+	12.1	0.767	intron (NM_001082575, intron 2 of 14)	intron (NM_001082575, intron 2 of 14)	17079	NM_001350453	146713	Hs.135229	NM_001025448	ENSG00000167281	RBFOX3	FOX-3|FOX3|HRNBP3|NEUN	RNA binding fox-1 homolog 3	protein-coding
chr12-25	chr12	2191570	2191898	+	12.1	0.759	intron (NM_001167623, intron 1 of 46)	intron (NM_001167623, intron 1 of 46)	29283	NM_001167624	775	Hs.118262	NM_000719	ENSG00000151067	CACNA1C	CACH2|CACN2|CACNL1A1|CCHL1A1|CaV1.2|LQT8|TS|TS. LQT8	calcium voltage-gated channel subunit alpha1 C	protein-coding
chr5-33	chr5	173650122	173650450	+	11.6	0.786	Intergenic	MIRb|SINE|MIR	-113071	NR_125806	101928176	Hs.436014	NR_125806	ENSG00000249306	LINC01411	-	long intergenic non-protein coding RNA 1411	ncRNA
chr22-34	chr22	21366932	21367260	+	11.6	0.645	intron (NR_003608, intron 1 of 2)	intron (NR_003608, intron 1 of 2)	1480	NR_003608	113691	Hs.585006	NR_003608	ENSG00000161149	TUBA3FP	-	tubulin alpha 3f pseudogene	pseudo
chr15-34	chr15	82207045	82207373	+	11.6	0.767	Intergenic	Intergenic	131150	NM_032246	84206	Hs.104744	NM_032246	ENSG00000183496	MEX3B	MEX-3B|RKHD3|RNF195	mex-3 RNA binding family member B	protein-coding
chr20-29	chr20	42984175	42984503	+	11.6	0.889	promoter-TSS (NM_001030004)	promoter-TSS (NM_001030004)	0	NM_001287182	3172	Hs.116462	NM_000457	ENSG00000101076	HNF4A	FRTS4|HNF4|HNF4a7|HNF4a8|HNF4a9|HNF4alpha|MODY|MODY1|NR2A1|NR2A21|TCF|TCF14	hepatocyte nuclear factor 4 alpha	protein-coding
chr4-59	chr4	3342471	3342799	+	11.6	0.750	intron (NM_002926, intron 2 of 16)	intron (NM_002926, intron 2 of 16)	26761	NM_002926	6002	Hs.527061	NM_002926	ENSG00000159788	RGS12	-	regulator of G protein signaling 12	protein-coding
chr7-54	chr7	121353094	121353422	+	11.6	0.923	Intergenic	L1P2|LINE|L1	-159957	NM_001206838	5803	Hs.489824	NM_002851	ENSG00000106278	PTPRZ1	HPTPZ|HPTPzeta|PTP-ZETA|PTP18|PTPRZ|PTPZ|R-PTP-zeta-2|RPTPB|RPTPbeta|phosphacan	protein tyrosine phosphatase receptor type Z1	protein-coding
chr8-50	chr8	22406721	22407049	+	11.6	0.714	Intergenic	Intergenic	-2555	NM_005775	10174	Hs.528572	NM_005775	ENSG00000120896	SORBS3	SCAM-1|SCAM1|SH3D4	sorbin and SH3 domain containing 3	protein-coding
chr1-149	chr1	20438858	20439186	+	11.6	0.767	TTS (NM_001271814)	TTS (NM_001271814)	7007	NM_012400	26279	Hs.189507	NM_012400	ENSG00000117215	PLA2G2D	PLA2IID|SPLASH|sPLA2-IID|sPLA2S	phospholipase A2 group IID	protein-coding
chr4-48	chr4	7689531	7689859	+	11.6	0.857	intron (NM_020777, intron 10 of 26)	L1MB7|LINE|L1	-66122	NR_026892	84740	Hs.663029	NM_032654	ENSG00000272620	AFAP1-AS1	AFAP1-AS|AFAP1AS	AFAP1 antisense RNA 1	ncRNA
chr2-87	chr2	9788935	9789263	+	11.6	0.719	Intergenic	Intergenic	-17973	NM_006826	10971	Hs.74405	NM_006826	ENSG00000134308	YWHAQ	14-3-3|1C5|HS1	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta	protein-coding
chr9-66	chr9	125575101	125575429	+	11.6	0.808	Intergenic	Intergenic	12863	NM_080859	392392	Hs.632681	NM_080859	ENSG00000165204	OR1K1	hg99	olfactory receptor family 1 subfamily K member 1	protein-coding
chr8-53	chr8	8360848	8361176	+	11.6	0.731	Intergenic	MER102a|DNA|hAT-Charlie	-117063	NR_163138	157285	Hs.583863	NM_001080826	ENSG00000275342	PRAG1	NACK|PEAK2|PRAGMIN|SGK223	PEAK1 related, kinase-activating pseudokinase 1	protein-coding
chr10-73	chr10	102778656	102778984	+	11.6	0.600	exon (NM_001351044, exon 8 of 10)	exon (NM_001351044, exon 8 of 10)	12066	NM_001195263	79955	Hs.438245	NM_024895	ENSG00000186862	PDZD7	DFNB57|PDZK7	PDZ domain containing 7	protein-coding
chr1-126	chr1	113430297	113430625	+	11.6	0.897	Intergenic	LTR67B|LTR|ERVL	5789	NR_162120	113218506		NR_162120		MIR11399	-	microRNA 11399	ncRNA
chr3-47	chr3	73671337	73671665	+	11.6	0.667	intron (NM_015009, intron 1 of 9)	intron (NM_015009, intron 1 of 9)	-1218	NR_046681	101927249	Hs.733334	NR_046681		PDZRN3-AS1	-	PDZRN3 antisense RNA 1	ncRNA
chr3-53	chr3	140948046	140948374	+	11.6	0.815	Intergenic	MLT1K|LTR|ERVL-MaLR	-2457	NM_152282	92370	Hs.657887	NM_152282	ENSG00000155893	PXYLP1	ACPL2|HEL124|XYLP	2-phosphoxylose phosphatase 1	protein-coding
chr4-46	chr4	993015	993343	+	11.6	0.857	promoter-TSS (NM_001363576)	promoter-TSS (NM_001363576)	-319	NM_001363576	3425	Hs.89560	NM_000203	ENSG00000127415	IDUA	IDA|MPS1	iduronidase alpha-L-	protein-coding
chr3-55	chr3	51812075	51812403	+	11.6	0.741	TTS (NM_001368369)	TTS (NM_001368369)	1014	NM_001368368	440956	Hs.444316	NM_001143833	ENSG00000214686	IQCF6	-	IQ motif containing F6	protein-coding
chr20-38	chr20	48599209	48599537	+	11.6	0.760	promoter-TSS (NM_005985)	promoter-TSS (NM_005985)	-144	NM_005985	6615	Hs.48029	NM_005985	ENSG00000124216	SNAI1	SLUGH2|SNA|SNAH|SNAIL|SNAIL1|dJ710H13.1	snail family transcriptional repressor 1	protein-coding
chr17-98	chr17	79533376	79533704	+	11.6	0.677	promoter-TSS (NR_130140)	promoter-TSS (NR_130140)	88	NR_130140	55666	Hs.464333	NM_017921	ENSG00000182446	NPLOC4	NPL4	NPL4 homolog, ubiquitin recognition factor	protein-coding
chr17-114	chr17	73285482	73285810	+	11.6	0.889	promoter-TSS (NM_001126122)	promoter-TSS (NM_001126122)	-116	NM_001126122	60386	Hs.514470	NM_021734	ENSG00000125454	SLC25A19	DNC|MCPHA|MUP1|THMD3|THMD4|TPC	solute carrier family 25 member 19	protein-coding
chr10-81	chr10	127227540	127227868	+	11.6	0.786	Intergenic	MER130|Unknown?|Unknown?	-35236	NR_023362	100169752	Hs.652647	NR_023362	ENSG00000237675	TEX36-AS1	-	TEX36 antisense RNA 1	ncRNA
chr18-26	chr18	74826860	74827188	+	11.6	0.759	intron (NM_001025100, intron 1 of 3)	intron (NM_001025100, intron 1 of 3)	17715	NM_001025100	4155	Hs.551713	NM_002385	ENSG00000197971	MBP	-	myelin basic protein	protein-coding
chr11-69	chr11	113569376	113569704	+	11.6	0.828	intron (NM_030770, intron 4 of 12)	intron (NM_030770, intron 4 of 12)	7490	NM_001288752	80975	Hs.46720	NM_030770	ENSG00000166682	TMPRSS5	SPINESIN	transmembrane serine protease 5	protein-coding
chr19-52	chr19	47120286	47120614	+	11.6	0.815	Intergenic	L2c|LINE|L2	7896	NM_000960	5739	Hs.458324	NM_000960	ENSG00000160013	PTGIR	IP|PRIPR	prostaglandin I2 receptor	protein-coding
chr2-117	chr2	27170155	27170483	+	11.6	0.846	3' UTR (NM_001253724, exon 13 of 13)	3' UTR (NM_001253724, exon 13 of 13)	-23186	NM_012326	22924	Hs.515860	NM_012326	ENSG00000084764	MAPRE3	EB3|EBF3|EBF3-S|RP3	microtubule associated protein RP/EB family member 3	protein-coding
chr12-32	chr12	124894472	124894800	+	11.6	0.724	intron (NM_001206654, intron 15 of 47)	intron (NM_001206654, intron 15 of 47)	-72848	NR_106940	102466204		NR_106940	ENSG00000275967	MIR6880	hsa-mir-6880	microRNA 6880	ncRNA
chr2-125	chr2	239193406	239193734	+	11.6	0.800	intron (NM_022817, intron 1 of 22)	intron (NM_022817, intron 1 of 22)	3681	NM_022817	8864	Hs.58756	NM_003894	ENSG00000132326	PER2	FASPS|FASPS1	period circadian regulator 2	protein-coding
chr11-78	chr11	3224676	3225004	+	11.6	0.750	Intergenic	CpG	-14722	NR_027138	283303	Hs.151154	NM_173590	ENSG00000236301	MRGPRG-AS1	C11orf36|HSD-40	MRGPRG antisense RNA 1	ncRNA
chr16-87	chr16	85384588	85384916	+	11.6	0.759	Intergenic	Intergenic	-44821	NR_049816	100847022		NR_049816	ENSG00000266307	MIR5093	-	microRNA 5093	ncRNA
chr1-140	chr1	21632296	21632624	+	11.6	0.759	intron (NM_001113348, intron 1 of 18)	intron (NM_001113348, intron 1 of 18)	12677	NR_038404	100506801	Hs.663049	NR_038404	ENSG00000231105	LOC100506801	-	uncharacterized LOC100506801	ncRNA
chr3-51	chr3	59560854	59561182	+	11.6	0.750	Intergenic	Intergenic	83205	NR_149028	339902	Hs.132446	NR_149028		LOC339902	-	hCG1813818	ncRNA
chr17-97	chr17	43324885	43325213	+	11.6	0.719	promoter-TSS (NR_024434)	promoter-TSS (NR_024434)	-243	NR_024434	100133991	Hs.668927	NR_024434	ENSG00000267278	MAP3K14-AS1	-	MAP3K14 antisense RNA 1	ncRNA
chr3-49	chr3	48580860	48581188	+	11.6	0.786	exon (NM_001317136, exon 4 of 14)	exon (NM_001317136, exon 4 of 14)	6430	NR_106881	102465494		NR_106881	ENSG00000278799	MIR6823	hsa-mir-6823	microRNA 6823	ncRNA
chr14-29	chr14	105642445	105642773	+	11.6	0.815	intron (NM_001318380, intron 4 of 4)	intron (NM_001318380, intron 4 of 4)	5040	NM_177533	256281	Hs.526432	NM_177533	ENSG00000183828	NUDT14	UGPP|UGPPase	nudix hydrolase 14	protein-coding
chr4-62	chr4	25339081	25339409	+	11.6	0.710	intron (NM_024936, intron 5 of 12)	MLT1K|LTR|ERVL-MaLR	24849	NM_024936	29063	Hs.278945	NM_024936	ENSG00000168228	ZCCHC4	HSPC052|ZGRF4	zinc finger CCHC-type containing 4	protein-coding
chr5-31	chr5	127221002	127221330	+	11.6	0.926	intron (NM_001317938, intron 6 of 6)	intron (NM_001317938, intron 6 of 6)	182085	NM_001317938	728586	Hs.582532	NM_001317938	ENSG00000230561	CCDC192	LINC01183	coiled-coil domain containing 192	protein-coding
chr3-48	chr3	127505111	127505439	+	11.6	0.828	intron (NM_001003794, intron 2 of 7)	intron (NM_001003794, intron 2 of 7)	36450	NM_001256585	11343	Hs.277035	NM_007283	ENSG00000074416	MGLL	HU-K5|HUK5|MAGL|MGL	monoglyceride lipase	protein-coding
