PeakID (cmd=annotatePeaks.pl NEUROG3_peak0107_HIOE.filtered.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1-6418	chr11	15837017	15837430	+	0	NA	Intergenic	Intergenic	153944	NR_106721	102464826		NR_106721	ENSG00000284094	MIR6073	hsa-mir-6073	microRNA 6073	ncRNA
1-6090	chr1	232059804	232060217	+	0	NA	intron (NM_001164541, intron 9 of 9)	intron (NM_001164541, intron 9 of 9)	-1570	NR_126441	104472714		NR_126441	ENSG00000226758	DISC1-IT1	-	DISC1 intronic transcript 1	ncRNA
1-25	chr17	4624978	4625391	+	0	NA	TTS (NM_001257329)	TTS (NM_001257329)	-9539	NM_001001683	400569	Hs.513885	NM_001001683	ENSG00000161920	MED11	HSPC296	mediator complex subunit 11	protein-coding
1-5092	chr3	10289808	10290221	+	0	NA	promoter-TSS (NM_014760)	promoter-TSS (NM_014760)	-129	NM_014760	9797	Hs.475401	NM_014760	ENSG00000157014	TATDN2	-	TatD DNase domain containing 2	protein-coding
1-6829	chr6	70522687	70523100	+	0	NA	Intergenic	LTR8|LTR|ERV1	-15991	NM_018368	55788	Hs.271643	NM_018368	ENSG00000168216	LMBRD1	C6orf209|LMBD1|MAHCF|NESI	LMBR1 domain containing 1	protein-coding
1-2891	chr7	150676130	150676543	+	0	NA	promoter-TSS (NM_172056)	promoter-TSS (NM_172056)	-934	NM_172056	3757	Hs.647099	NM_000238	ENSG00000055118	KCNH2	ERG-1|ERG1|H-ERG|HERG|HERG1|Kv11.1|LQT2|SQT1	potassium voltage-gated channel subfamily H member 2	protein-coding
1-5139	chr5	1801389	1801802	+	0	NA	promoter-TSS (NM_004553)	promoter-TSS (NM_004553)	74	NM_004553	4726	Hs.408257	NM_004553	ENSG00000145494	NDUFS6	CI-13kA|CI-13kD-A|CI13KDA|MC1DN9	NADH:ubiquinone oxidoreductase subunit S6	protein-coding
1-5264	chr10	93431824	93432237	+	0	NA	Intergenic	Intergenic	-39202	NM_005398	5507	Hs.303090	NM_005398	ENSG00000119938	PPP1R3C	PPP1R5|PTG	protein phosphatase 1 regulatory subunit 3C	protein-coding
1-7497	chr11	118065849	118066262	+	0	NA	intron (NR_104479, intron 8 of 8)	intron (NR_104479, intron 8 of 8)	17606	NR_104479	120425	Hs.16291	NM_153206	ENSG00000160593	JAML	AMICA|AMICA1|CREA7-1|CREA7-4|Gm638	junction adhesion molecule like	protein-coding
1-1851	chr3	127505215	127505628	+	0	NA	intron (NM_001003794, intron 2 of 7)	intron (NM_001003794, intron 2 of 7)	36304	NM_007283	11343	Hs.277035	NM_007283	ENSG00000074416	MGLL	HU-K5|HUK5|MAGL|MGL	monoglyceride lipase	protein-coding
1-335	chr17	73529870	73530283	+	0	NA	intron (NM_001015002, intron 1 of 9)	intron (NM_001015002, intron 1 of 9)	8293	NM_001015002	3993	Hs.514477	NM_004524	ENSG00000073350	LLGL2	HGL|Hugl-2|LGL2	LLGL scribble cell polarity complex component 2	protein-coding
1-3300	chr20	31155196	31155609	+	0	NA	intron (NM_001256798, intron 1 of 10)	intron (NM_001256798, intron 1 of 10)	17733	NM_001256798	140688	Hs.516978	NM_080616	ENSG00000197183	NOL4L	C20orf112|C20orf113	nucleolar protein 4 like	protein-coding
1-1906	chr11	82611497	82611910	+	0	NA	promoter-TSS (NM_005040)	promoter-TSS (NM_005040)	-58	NM_199418	5547	Hs.523936	NM_005040	ENSG00000137509	PRCP	HUMPCP|PCP	prolylcarboxypeptidase	protein-coding
1-6537	chr15	86250642	86251055	+	0	NA	intron (NM_007200, intron 17 of 36)	intron (NM_007200, intron 17 of 36)	51108	NR_120366	101929679	Hs.513112	NR_120366		LOC101929679	-	uncharacterized LOC101929679	ncRNA
1-4245	chr8	144467228	144467641	+	0	NA	Intergenic	Intergenic	16388	NM_052924	114822	Hs.521912	NM_052924	ENSG00000158106	RHPN1	ODF5|RHOPHILIN|RHPN	rhophilin Rho GTPase binding protein 1	protein-coding
1-3121	chr6	26296118	26296531	+	0	NA	Intergenic	LTR3|LTR|ERVK	-10597	NM_003543	8365	Hs.591790	NM_003543	ENSG00000158406	HIST1H4H	H4/h|H4FH	histone cluster 1 H4 family member h	protein-coding
1-1539	chr13	100117724	100118137	+	0	NA	Intergenic	Intergenic	33630	NR_110731	102725509	Hs.648968	NR_110731		LINC01232	TCONS_00021520	long intergenic non-protein coding RNA 1232	ncRNA
1-3794	chr6	169076828	169077241	+	0	NA	Intergenic	Intergenic	235170	NM_001166412	64094	Hs.487200	NM_022138	ENSG00000112562	SMOC2	DTDP1|MST117|MSTP117|MSTP140|SMAP2|bA270C4A.1|bA37D8.1|dJ421D16.1	SPARC related modular calcium binding 2	protein-coding
1-4993	chr1	8157378	8157791	+	0	NA	Intergenic	Intergenic	-71215	NM_018948	54206	Hs.605445	NM_018948	ENSG00000116285	ERRFI1	GENE-33|MIG-6|MIG6|RALT	ERBB receptor feedback inhibitor 1	protein-coding
1-2549	chr22	28425309	28425722	+	0	NA	intron (NM_001145418, intron 13 of 22)	intron (NM_001145418, intron 13 of 22)	-108915	NR_036169	100423034		NR_036169	ENSG00000264073	MIR3199-1	mir-3199-1	microRNA 3199-1	ncRNA
1-343	chr8	86132346	86132759	+	0	NA	promoter-TSS (NM_001099673)	promoter-TSS (NM_001099673)	51	NM_001099673	401466	Hs.443072	NM_001099670	ENSG00000176731	RBIS	C8orf59	ribosomal biogenesis factor	protein-coding
1-6971	chr14	49972037	49972450	+	0	NA	Intergenic	Intergenic	80855	NM_001030001	6235	Hs.156367	NM_001032	ENSG00000213741	RPS29	DBA13|S29|uS14	ribosomal protein S29	protein-coding
1-6240	chr5	158942815	158943228	+	0	NA	Intergenic	Intergenic	-49737	NR_027110	285627	Hs.552766	NR_027110	ENSG00000253298	LINC01845	-	long intergenic non-protein coding RNA 1845	ncRNA
1-6773	chr4	3546030	3546443	+	0	NA	Intergenic	Intergenic	-12087	NM_002337	4043	Hs.40966	NM_002337	ENSG00000163956	LRPAP1	A2MRAP|A2RAP|HBP44|MRAP|MYP23|RAP|alpha-2-MRAP	LDL receptor related protein associated protein 1	protein-coding
1-2809	chr1	183401639	183402052	+	0	NA	Intergenic	Intergenic	-14330	NM_015039	23057	Hs.497123	NM_015039	ENSG00000157064	NMNAT2	C1orf15|PNAT2	nicotinamide nucleotide adenylyltransferase 2	protein-coding
1-5930	chr16	85903612	85904025	+	0	NA	Intergenic	Intergenic	-28950	NM_002163	3394	Hs.137427	NM_002163	ENSG00000140968	IRF8	H-ICSBP|ICSBP|ICSBP1|IMD32A|IMD32B|IRF-8	interferon regulatory factor 8	protein-coding
1-2190	chr2	224732773	224733186	+	0	NA	Intergenic	MLT1G3|LTR|ERVL-MaLR	-30680	NR_110905	130340	Hs.632555	NM_178814	ENSG00000152056	AP1S3	PSORS15	adaptor related protein complex 1 subunit sigma 3	protein-coding
1-277	chr16	3115151	3115564	+	0	NA	promoter-TSS (NM_004221)	promoter-TSS (NM_004221)	-47	NM_001369587	9235	Hs.943	NM_004221	ENSG00000008517	IL32	IL-32alpha|IL-32beta|IL-32delta|IL-32gamma|NK4|TAIF|TAIFa|TAIFb|TAIFc|TAIFd	interleukin 32	protein-coding
1-3621	chr20	33227514	33227927	+	0	NA	intron (NM_080476, intron 4 of 11)	intron (NM_080476, intron 4 of 11)	37369	NM_080476	128869	Hs.253319	NM_080476	ENSG00000101464	PIGU	CDC91L1|GAB1	phosphatidylinositol glycan anchor biosynthesis class U	protein-coding
1-5956	chr18	47377918	47378331	+	0	NA	TTS (NR_117096)	TTS (NR_117096)	37731	NR_117096	103091864	Hs.646459	NR_117096	ENSG00000267322	SNHG22	SCARNA17|SCARNA17HG	small nucleolar RNA host gene 22	ncRNA
1-4474	chr21	35319728	35320141	+	0	NA	intron (NR_134558, intron 2 of 2)	intron (NR_134558, intron 2 of 2)	16416	NR_134558	100506334	Hs.532855	NM_207472	ENSG00000237945	LINC00649	-	long intergenic non-protein coding RNA 649	ncRNA
1-717	chr3	30647845	30648258	+	0	NA	promoter-TSS (NM_003242)	promoter-TSS (NM_003242)	-42	NM_003242	7048	Hs.82028	NM_003242	ENSG00000163513	TGFBR2	AAT3|FAA3|LDS1B|LDS2|LDS2B|MFS2|RIIC|TAAD2|TBR-ii|TBRII|TGFR-2|TGFbeta-RII	transforming growth factor beta receptor 2	protein-coding
1-3119	chr6	2839383	2839796	+	0	NA	non-coding (NR_073111, exon 3 of 8)	non-coding (NR_073111, exon 3 of 8)	2508	NR_073112	1992	Hs.381167	NM_030666	ENSG00000021355	SERPINB1	EI|ELANH2|HEL-S-27|HEL57|LEI|M/NEI|MNEI|PI-2|PI2	serpin family B member 1	protein-coding
1-7089	chrX	47221215	47221628	+	0	NA	Intergenic	Intergenic	-8578	NM_003446	7712	Hs.89897	NM_003446	ENSG00000147117	ZNF157	HZF22	zinc finger protein 157	protein-coding
1-1563	chr20	4022645	4023058	+	0	NA	Intergenic	MIRc|SINE|MIR	-26646	NM_007219	11237	Hs.547576	NM_007219	ENSG00000101236	RNF24	G1L	ring finger protein 24	protein-coding
1-3147	chr7	134116403	134116816	+	0	NA	Intergenic	Intergenic	27243	NM_001628	231	Hs.521212	NM_001628	ENSG00000085662	AKR1B1	ADR|ALDR1|ALR2|AR	aldo-keto reductase family 1 member B	protein-coding
1-5296	chr11	64738178	64738591	+	0	NA	intron (NM_001037225, intron 1 of 10)	intron (NM_001037225, intron 1 of 10)	1179	NM_001300803	283129	Hs.567793	NM_001037225	ENSG00000168070	MAJIN	C11orf85	membrane anchored junction protein	protein-coding
1-6473	chr12	111021462	111021875	+	0	NA	promoter-TSS (NR_138550)	promoter-TSS (NR_138550)	-545	NR_138550	160760	Hs.13854	NM_139283	ENSG00000196850	PPTC7	TA-PP2C|TAPP2C	PTC7 protein phosphatase homolog	protein-coding
1-6338	chr8	135746967	135747380	+	0	NA	Intergenic	Intergenic	-21899	NM_020863	57623	Hs.446172	NM_020863	ENSG00000066827	ZFAT	AITD3|ZFAT1|ZNF406	zinc finger and AT-hook domain containing	protein-coding
1-7572	chr15	87167894	87168307	+	0	NA	intron (NM_152336, intron 22 of 24)	intron (NM_152336, intron 22 of 24)	-307901	NR_046012	727915	Hs.451281	NR_046012	ENSG00000260125	AGBL1-AS1	-	AGBL1 antisense RNA 1	ncRNA
1-949	chr15	31618771	31619184	+	0	NA	promoter-TSS (NM_015995)	promoter-TSS (NM_015995)	-61	NM_001302461	51621	Hs.376443	NM_015995	ENSG00000169926	KLF13	BTEB3|FKLF2|NSLP1|RFLAT-1|RFLAT1	Kruppel like factor 13	protein-coding
1-7536	chr13	97842070	97842483	+	0	NA	Intergenic	Intergenic	-10400	NR_125725	103625683	Hs.679591	NR_125725	ENSG00000233124	LINC00456	-	long intergenic non-protein coding RNA 456	ncRNA
1-3902	chr12	120130203	120130616	+	0	NA	intron (NM_001206999, intron 46 of 47)	MER58A|DNA|hAT-Charlie	21120	NR_031589	100302274		NR_031589	ENSG00000283768	MIR1178	MIRN1178|hsa-mir-1178	microRNA 1178	ncRNA
1-2484	chr14	65279173	65279586	+	0	NA	intron (NM_001355436, intron 2 of 35)	intron (NM_001355436, intron 2 of 35)	10719	NM_001024858	6710	Hs.417303	NM_000347	ENSG00000070182	SPTB	EL3|HS2|HSPTB1|SPH2	spectrin beta, erythrocytic	protein-coding
1-5136	chr4	166159400	166159813	+	0	NA	intron (NM_001331024, intron 3 of 13)	intron (NM_001331024, intron 3 of 13)	28435	NM_001161522	11275	Hs.388668	NM_007246	ENSG00000109466	KLHL2	ABP-KELCH|MAV|MAYVEN	kelch like family member 2	protein-coding
1-6461	chr12	42518643	42519056	+	0	NA	intron (NM_001099650, intron 1 of 6)	intron (NM_001099650, intron 1 of 6)	19827	NM_001099650	283464	Hs.259347	NM_173601	ENSG00000151233	GXYLT1	GLT8D3	glucoside xylosyltransferase 1	protein-coding
1-2790	chr1	27297228	27297641	+	0	NA	Intergenic	MLT1H2|LTR|ERVL-MaLR	-10475	NM_152365	126695	Hs.188881	NM_152365	ENSG00000175707	KDF1	C1orf172|ECTD12	keratinocyte differentiation factor 1	protein-coding
1-5756	chr8	96220008	96220421	+	0	NA	intron (NR_046232, intron 2 of 2)	intron (NR_046232, intron 2 of 2)	8388	NR_046232	619344	Hs.741630	NR_046232	ENSG00000253351	LINC01298	C8orf69	long intergenic non-protein coding RNA 1298	ncRNA
1-7692	chrX	70436121	70436534	+	0	NA	intron (NM_001097642, intron 1 of 1)	MIRb|SINE|MIR	1265	NM_001097642	2705	Hs.333303	NM_000166	ENSG00000169562	GJB1	CMTX|CMTX1|CX32	gap junction protein beta 1	protein-coding
1-5077	chr2	163174759	163175172	+	0	NA	promoter-TSS (NM_001330268)	promoter-TSS (NM_001330268)	229	NM_022168	64135	Hs.163173	NM_022168	ENSG00000115267	IFIH1	AGS7|Hlcd|IDDM19|MDA-5|MDA5|RLR-2|SGMRT1	interferon induced with helicase C domain 1	protein-coding
1-3211	chr12	52785410	52785823	+	0	NA	Intergenic	Intergenic	-6180	NM_033045	3890	Hs.272336	NM_033045	ENSG00000161849	KRT84	HB4|KRTHB4	keratin 84	protein-coding
1-3181	chr10	119262695	119263108	+	0	NA	intron (NR_002791, intron 2 of 3)	intron (NR_002791, intron 2 of 3)	-39055	NM_001165924	2018	Hs.202095	NM_004098	ENSG00000170370	EMX2	-	empty spiracles homeobox 2	protein-coding
1-4055	chr1	41940244	41940657	+	0	NA	Intergenic	Intergenic	9904	NM_001956	1907	Hs.1407	NM_001956	ENSG00000127129	EDN2	ET-2|ET2|PPET2	endothelin 2	protein-coding
1-5954	chr18	23670908	23671321	+	0	NA	promoter-TSS (NM_005637)	promoter-TSS (NM_005637)	67	NM_001308201	6760	Hs.129261	NM_005637	ENSG00000141380	SS18	SSXT|SYT	SS18 subunit of BAF chromatin remodeling complex	protein-coding
1-163	chr1	204681489	204681902	+	0	NA	Intergenic	Intergenic	-26829	NM_201630	10446	Hs.26312	NM_006338	ENSG00000170382	LRRN2	FIGLER7|GAC1|LRANK1|LRRN5	leucine rich repeat neuronal 2	protein-coding
1-5102	chr3	50163890	50164303	+	0	NA	intron (NR_135301, intron 2 of 3)	intron (NR_135301, intron 2 of 3)	-25675	NR_045388	100775107	Hs.439480	NR_045388	ENSG00000281691	RBM5-AS1	LUST	RBM5 antisense RNA 1	ncRNA
1-5467	chr19	13188071	13188484	+	0	NA	intron (NM_001365982, intron 6 of 8)	intron (NM_001365982, intron 6 of 8)	25395	NM_005583	4066	Hs.46446	NM_005583	ENSG00000104903	LYL1	bHLHa18	LYL1 basic helix-loop-helix family member	protein-coding
1-792	chr16	81440603	81441016	+	0	NA	Intergenic	MER20B|DNA|hAT-Charlie	22186	NR_039871	100616150		NR_039871	ENSG00000284473	MIR4720	-	microRNA 4720	ncRNA
1-685	chr11	64088885	64089298	+	0	NA	exon (NM_001358511, exon 5 of 5)	exon (NM_001358511, exon 5 of 5)	3377	NM_001358516	25824	Hs.502823	NM_012094	ENSG00000126432	PRDX5	ACR1|AOEB166|B166|HEL-S-55|PLP|PMP20|PRDX6|PRXV|SBBI10|prx-V	peroxiredoxin 5	protein-coding
1-3875	chr11	102322339	102322752	+	0	NA	intron (NM_052932, intron 1 of 4)	CpG	951	NM_052932	114908	Hs.503709	NM_052932	ENSG00000152558	TMEM123	KCT3|PORIMIN|PORMIN	transmembrane protein 123	protein-coding
1-4694	chr8	19675333	19675746	+	0	NA	intron (NR_148458, intron 1 of 18)	intron (NR_148458, intron 1 of 18)	612	NM_018142	55174	Hs.512627	NM_018142	ENSG00000104613	INTS10	C8orf35|INT10	integrator complex subunit 10	protein-coding
1-6945	chr12	94449477	94449890	+	0	NA	Intergenic	MLT1J1|LTR|ERVL-MaLR	-92670	NM_005761	10154	Hs.584845	NM_005761	ENSG00000136040	PLXNC1	CD232|PLXN-C1|VESPR	plexin C1	protein-coding
1-3665	chr1	92295838	92296251	+	0	NA	intron (NR_036634, intron 2 of 17)	intron (NR_036634, intron 2 of 17)	55664	NR_036634	7049	Hs.482390	NM_003243	ENSG00000069702	TGFBR3	BGCAN|betaglycan	transforming growth factor beta receptor 3	protein-coding
1-2147	chr20	48334141	48334554	+	0	NA	Intergenic	L2a|LINE|L2	-3932	NM_004776	9334	Hs.370487	NM_004776	ENSG00000158470	B4GALT5	B4Gal-T5|BETA4-GALT-IV|beta4Gal-T5|beta4GalT-V|gt-V	beta-1,4-galactosyltransferase 5	protein-coding
1-718	chr3	45181330	45181743	+	0	NA	intron (NM_178181, intron 1 of 3)	intron (NM_178181, intron 1 of 3)	6334	NM_022842	64866	Hs.476093	NM_022842	ENSG00000163814	CDCP1	CD318|SIMA135|TRASK	CUB domain containing protein 1	protein-coding
1-1264	chrX	23522319	23522732	+	0	NA	Intergenic	Intergenic	-163085	NM_006406	10549	Hs.83383	NM_006406	ENSG00000123131	PRDX4	AOE37-2|AOE372|HEL-S-97n|PRX-4	peroxiredoxin 4	protein-coding
1-961	chr19	18668530	18668943	+	0	NA	promoter-TSS (NM_024069)	promoter-TSS (NM_024069)	56	NM_024069	79036	Hs.714548	NM_024069	ENSG00000105700	KXD1	BORCS4|C10orf50|C19orf50|KXDL|MST096|MSTP096	KxDL motif containing 1	protein-coding
1-820	chr4	184540448	184540861	+	0	NA	Intergenic	Intergenic	39684	NM_001307922	201965	Hs.133337	NM_152682	ENSG00000182552	RWDD4	FAM28A|RWDD4A	RWD domain containing 4	protein-coding
1-3165	chr9	132229265	132229678	+	0	NA	Intergenic	Intergenic	-21468	NR_038955	100506190	Hs.529860	NR_038955		LINC00963	MetaLnc9	long intergenic non-protein coding RNA 963	ncRNA
1-7767	chr9	82690244	82690657	+	0	NA	Intergenic	MER31A|LTR|ERV1	100512	NR_121212	101927477	Hs.571630	NR_121212		LINC01507	XLOC_000303	long intergenic non-protein coding RNA 1507	ncRNA
1-5764	chr8	142238530	142238943	+	0	NA	promoter-TSS (NM_001080431)	promoter-TSS (NM_001080431)	-63	NM_001080431	57210	Hs.372492	NM_001080431	ENSG00000022567	SLC45A4	-	solute carrier family 45 member 4	protein-coding
1-2682	chr11	106343974	106344387	+	0	NA	Intergenic	Intergenic	222046	NR_120551	101928535	Hs.409078	NR_120551	ENSG00000254811	LOC101928535	-	uncharacterized LOC101928535	ncRNA
1-2066	chr11	10373282	10373695	+	0	NA	intron (NR_103765, intron 2 of 3)	intron (NR_103765, intron 2 of 3)	43628	NR_103765	100130460	Hs.501890	NR_103765		CAND1.11	-	uncharacterized LOC100130460	ncRNA
1-6031	chr1	20539272	20539685	+	0	NA	Intergenic	(A)n|Simple_repeat|Simple_repeat	-26499	NR_110078	101928017	Hs.550803	NR_110078	ENSG00000225986	UBXN10-AS1	-	UBXN10 antisense RNA 1	ncRNA
1-3397	chr4	8046378	8046791	+	0	NA	intron (NM_001130083, intron 9 of 20)	intron (NM_001130083, intron 9 of 20)	27131	NM_001286688	84448	Hs.233404	NM_032432	ENSG00000163995	ABLIM2	-	actin binding LIM protein family member 2	protein-coding
1-6169	chr3	140873688	140874101	+	0	NA	Intergenic	Intergenic	-76773	NM_152282	92370	Hs.657887	NM_152282	ENSG00000155893	PXYLP1	ACPL2|HEL124|XYLP	2-phosphoxylose phosphatase 1	protein-coding
1-1720	chr6	117710678	117711091	+	0	NA	exon (NM_002944, exon 12 of 43)	exon (NM_002944, exon 12 of 43)	36134	NM_002944	6098	Hs.1041	NM_002944	ENSG00000047936	ROS1	MCF3|ROS|c-ros-1	ROS proto-oncogene 1, receptor tyrosine kinase	protein-coding
1-7176	chr2	103406160	103406573	+	0	NA	intron (NM_001321346, intron 3 of 3)	intron (NM_001321346, intron 3 of 3)	27876	NM_144632	130827	Hs.436203	NM_144632	ENSG00000170417	TMEM182	-	transmembrane protein 182	protein-coding
1-4478	chr21	42599601	42600014	+	0	NA	intron (NM_012105, intron 2 of 8)	intron (NM_012105, intron 2 of 8)	-42641	NR_148920	191585	Hs.472492	NR_148920	ENSG00000280109	PLAC4	C21orf115|PRED78	placenta enriched 4	ncRNA
1-4713	chr8	131772451	131772864	+	0	NA	Intergenic	MIRb|SINE|MIR	280498	NM_001115	114	Hs.591859	NM_001115	ENSG00000155897	ADCY8	AC8|ADCY3|HBAC1	adenylate cyclase 8	protein-coding
1-3661	chr1	61515661	61516074	+	0	NA	Intergenic	Intergenic	-27032	NM_001145511	4774	Hs.740757	NM_005595	ENSG00000162599	NFIA	BRMUTD|CTF|NF-I/A|NF1-A|NFI-A|NFI-L	nuclear factor I A	protein-coding
1-4505	chr1	30788319	30788732	+	0	NA	Intergenic	Intergenic	-278066	NR_110790	101929406	Hs.639413	NR_110790	ENSG00000233399	LINC01648	-	long intergenic non-protein coding RNA 1648	ncRNA
1-4390	chr16	31397814	31398227	+	0	NA	Intergenic	MER66D|LTR|ERV1	-6636	NM_005353	3681	Hs.679163	NM_005353	ENSG00000156886	ITGAD	ADB2|CD11D	integrin subunit alpha D	protein-coding
1-2847	chr3	128598134	128598547	+	0	NA	promoter-TSS (NR_033426)	promoter-TSS (NR_033426)	7	NR_033426	28976	Hs.567482	NM_014049	ENSG00000177646	ACAD9	MC1DN20|NPD002	acyl-CoA dehydrogenase family member 9	protein-coding
1-816	chr3	190284215	190284628	+	0	NA	intron (NR_157352, intron 3 of 10)	intron (NR_157352, intron 3 of 10)	52547	NM_001167928	3556	Hs.478673	NM_002182	ENSG00000196083	IL1RAP	C3orf13|IL-1RAcP|IL1R3	interleukin 1 receptor accessory protein	protein-coding
1-1668	chr17	3461774	3462187	+	0	NA	promoter-TSS (NM_001258205)	promoter-TSS (NM_001258205)	-874	NM_145068	162514	Hs.446255	NM_145068	ENSG00000167723	TRPV3	FNEPPK2|OLMS|VRL3	transient receptor potential cation channel subfamily V member 3	protein-coding
1-4657	chr6	44184286	44184699	+	0	NA	promoter-TSS (NM_001315494)	promoter-TSS (NM_001315494)	-171	NM_001347931	101929726	Hs.438979	NM_001315494	ENSG00000262179	MYMX	MINION|hMINION	myomixer, myoblast fusion factor	protein-coding
1-5780	chr9	124407266	124407679	+	0	NA	intron (NM_032552, intron 1 of 16)	intron (NM_032552, intron 1 of 16)	78091	NM_032552	153090	Hs.522378	NM_032552	ENSG00000136848	DAB2IP	AF9Q34|AIP-1|AIP1|DIP1/2	DAB2 interacting protein	protein-coding
1-6202	chr4	174369154	174369567	+	0	NA	intron (NM_001329597, intron 2 of 3)	intron (NM_001329597, intron 2 of 3)	-49093	NM_007281	11341	Hs.7122	NM_007281	ENSG00000164106	SCRG1	SCRG-1	stimulator of chondrogenesis 1	protein-coding
1-5152	chr5	143062671	143063084	+	0	NA	Intergenic	Intergenic	3452	NR_049829	100846991		NR_049829	ENSG00000266478	MIR5197	-	microRNA 5197	ncRNA
1-7678	chr22	25889367	25889780	+	0	NA	Intergenic	Intergenic	37960	NR_106875	102466198		NR_106875	ENSG00000277872	MIR6817	hsa-mir-6817	microRNA 6817	ncRNA
1-7584	chr16	57723881	57724294	+	0	NA	TTS (NM_001308360)	TTS (NM_001308360)	-4631	NM_001289162	84229	Hs.513635	NM_032269	ENSG00000159625	DRC7	C16orf50|CCDC135|CFAP50|FAP50	dynein regulatory complex subunit 7	protein-coding
1-4968	chr22	24560721	24561134	+	0	NA	intron (NM_012295, intron 30 of 36)	intron (NM_012295, intron 30 of 36)	-16528	NM_019601	56241	Hs.131819	NM_019601	ENSG00000099994	SUSD2	BK65A6.2|W5C5	sushi domain containing 2	protein-coding
1-5128	chr4	40930365	40930778	+	0	NA	intron (NM_173075, intron 9 of 16)	AluSx|SINE|Alu	-71362	NM_001166053	323	Hs.479602	NM_004307	ENSG00000163697	APBB2	FE65L|FE65L1	amyloid beta precursor protein binding family B member 2	protein-coding
1-4438	chr19	1084555	1084968	+	0	NA	intron (NM_012292, intron 22 of 22)	intron (NM_012292, intron 22 of 22)	8128	NM_001282334	23526	Hs.465521	NM_012292	ENSG00000180448	ARHGAP45	HA-1|HLA-HA1|HMHA1	Rho GTPase activating protein 45	protein-coding
1-857	chr1	16393563	16393976	+	0	NA	intron (NM_182623, intron 1 of 6)	intron (NM_182623, intron 1 of 6)	6377	NM_182623	348487	Hs.126825	NM_182623	ENSG00000185519	FAM131C	C1orf117	family with sequence similarity 131 member C	protein-coding
1-7113	chr1	42207785	42208198	+	0	NA	intron (NM_024503, intron 1 of 8)	intron (NM_024503, intron 1 of 8)	176602	NM_001127714	59269	Hs.403972	NM_024503	ENSG00000127124	HIVEP3	KBP-1|KBP1|KRC|SHN3|Schnurri-3|ZAS3|ZNF40C	human immunodeficiency virus type I enhancer binding protein 3	protein-coding
1-377	chr1	203257771	203258184	+	0	NA	TTS (NR_117097)	TTS (NR_117097)	1149	NR_117098	100506775	Hs.443859	NR_117097	ENSG00000231507	LINC01353	-	long intergenic non-protein coding RNA 1353	ncRNA
1-1853	chr3	152878789	152879202	+	0	NA	Intergenic	CpG	-1020	NM_002886	5912	Hs.98643	NM_002886	ENSG00000181467	RAP2B	-	RAP2B, member of RAS oncogene family	protein-coding
1-2955	chr12	108025438	108025851	+	0	NA	intron (NM_001347943, intron 9 of 14)	L1MC3|LINE|L1	50993	NM_001017523	121551	Hs.271272	NM_152322	ENSG00000151136	BTBD11	ABTB2B	BTB domain containing 11	protein-coding
1-3236	chr14	77474298	77474711	+	0	NA	Intergenic	Intergenic	20547	NM_024496	64207	Hs.179260	NM_024496	ENSG00000119669	IRF2BPL	C14orf4|EAP1|NEDAMSS	interferon regulatory factor 2 binding protein like	protein-coding
1-5761	chr8	124559227	124559640	+	0	NA	Intergenic	Intergenic	-5987	NM_001242463	114907	Hs.403933	NM_058229	ENSG00000156804	FBXO32	Fbx32|MAFbx	F-box protein 32	protein-coding
1-6220	chr5	74573231	74573644	+	0	NA	Intergenic	MLT1F2|LTR|ERVL-MaLR	-40734	NM_001164443	256006	Hs.482533	NM_001164443	ENSG00000145700	ANKRD31	-	ankyrin repeat domain 31	protein-coding
1-5174	chr6	45575546	45575959	+	0	NA	Intergenic	Intergenic	185740	NM_001369405	860	Hs.535845	NM_004348	ENSG00000124813	RUNX2	AML3|CBF-alpha-1|CBFA1|CCD|CCD1|CLCD|OSF-2|OSF2|PEA2aA|PEBP2aA	RUNX family transcription factor 2	protein-coding
