PeakID (cmd=annotatePeaks.pl PDX1_merged_hg19.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
18192	chr7	69373218	69374212	+	0	NA	intron (NM_001127232, intron 2 of 4)	intron (NM_001127232, intron 2 of 4)	310254	NM_001127231	26053	Hs.21631	NM_015570	ENSG00000158321	AUTS2	FBRSL2|MRD26	activator of transcription and developmental regulator AUTS2	protein-coding
4005	chr11	126618008	126619225	+	0	NA	intron (NM_001301097, intron 1 of 15)	intron (NM_001301097, intron 1 of 15)	92635	NR_120533	101929427	Hs.600341	NR_120532	ENSG00000254607	LOC101929427	-	uncharacterized LOC101929427	ncRNA
6081	chr14	62357331	62358624	+	0	NA	intron (NM_001367661, intron 2 of 8)	(CA)n|Simple_repeat|Simple_repeat	-36436	NM_001367663	83851	Hs.404139	NM_031914	ENSG00000139973	SYT16	CHR14SYT|SYT14L|Strep14|syt14r	synaptotagmin 16	protein-coding
10828	chr2	197577430	197578254	+	0	NA	promoter-TSS (NR_034036)	promoter-TSS (NR_034036)	-106	NR_034036	100130452	Hs.591625	NR_034036		LOC100130452	-	uncharacterized LOC100130452	ncRNA
7869	chr17	17605691	17606257	+	0	NA	intron (NM_030665, intron 1 of 5)	L3|LINE|CR1	21202	NM_030665	10743	Hs.655395	NM_030665	ENSG00000108557	RAI1	SMCR|SMS	retinoic acid induced 1	protein-coding
8106	chr17	43389092	43390110	+	0	NA	intron (NM_003954, intron 1 of 15)	intron (NM_003954, intron 1 of 15)	4785	NM_003954	9020	Hs.404183	NM_003954	ENSG00000006062	MAP3K14	FTDCR1B|HS|HSNIK|NIK	mitogen-activated protein kinase kinase kinase 14	protein-coding
773	chr1	77531022	77532304	+	0	NA	3' UTR (NM_001320274, exon 3 of 3)	3' UTR (NM_001320274, exon 3 of 3)	5835	NR_106978	102466995		NR_106978	ENSG00000276081	MIR7156	hsa-mir-7156	microRNA 7156	ncRNA
15051	chr5	14277335	14277857	+	0	NA	intron (NR_134469, intron 2 of 56)	intron (NR_134469, intron 2 of 56)	134145	NR_134469	7204	Hs.130031	NM_007118	ENSG00000038382	TRIO	ARHGEF23|MEBAS|MRD44|tgat	trio Rho guanine nucleotide exchange factor	protein-coding
20330	chr9	81887061	81887810	+	0	NA	Intergenic	Intergenic	-126854	NR_109771	101927450	Hs.738041	NR_109771	ENSG00000260995	LOC101927450	-	uncharacterized LOC101927450	ncRNA
1132	chr1	153643311	153644074	+	0	NA	promoter-TSS (NM_004515)	promoter-TSS (NM_004515)	-188	NM_001267809	3608	Hs.75117	NM_004515	ENSG00000143621	ILF2	NF45|PRO3063	interleukin enhancer binding factor 2	protein-coding
4585	chr12	69292935	69293941	+	0	NA	intron (NM_198320, intron 2 of 8)	intron (NM_198320, intron 2 of 8)	33513	NM_198320	1368	Hs.654387	NM_001874	ENSG00000135678	CPM	-	carboxypeptidase M	protein-coding
16695	chr6	41555676	41556570	+	0	NA	intron (NM_001012426, intron 8 of 16)	intron (NM_001012426, intron 8 of 16)	-10338	NR_039784	100616178		NR_039784	ENSG00000266494	MIR4641	-	microRNA 4641	ncRNA
1595	chr1	209725597	209726155	+	0	NA	Intergenic	L2c|LINE|L2	-31183	NM_020439	57172	Hs.199068	NM_020439	ENSG00000008118	CAMK1G	CLICK3|CLICKIII|VWS1|dJ272L16.1	calcium/calmodulin dependent protein kinase IG	protein-coding
4012	chr11	126727437	126729064	+	0	NA	intron (NM_001301097, intron 1 of 15)	intron (NM_001301097, intron 1 of 15)	-82392	NR_046986	100874251	Hs.319053	NR_046986	ENSG00000254960	KIRREL3-AS2	-	KIRREL3 antisense RNA 2	ncRNA
15484	chr5	77441001	77441831	+	0	NA	intron (NM_003664, intron 14 of 26)	MIRc|SINE|MIR	149106	NM_001271769	8546	Hs.532091	NM_003664	ENSG00000132842	AP3B1	ADTB3|ADTB3A|HPS|HPS2|PE	adaptor related protein complex 3 subunit beta 1	protein-coding
10296	chr2	102845742	102846560	+	0	NA	intron (NM_001351449, intron 8 of 10)	intron (NM_001351449, intron 8 of 10)	42377	NM_001351446	8808	Hs.659863	NM_003854	ENSG00000115598	IL1RL2	IL-1Rrp2|IL-36R|IL1R-rp2|IL1RRP2	interleukin 1 receptor like 2	protein-coding
9572	chr2	14921169	14921889	+	0	NA	Intergenic	Intergenic	148688	NM_001369364	151354	Hs.260855	NM_145175	ENSG00000162981	LRATD1	FAM84A|NSE1|PP11517	LRAT domain containing 1	protein-coding
17132	chr6	116278153	116278917	+	0	NA	intron (NM_002031, intron 4 of 7)	intron (NM_002031, intron 4 of 7)	-81359	NR_027338	728402	Hs.729953	NR_027338		TPI1P3	-	triosephosphate isomerase 1 pseudogene 3	pseudo
16766	chr6	47103303	47103985	+	0	NA	Intergenic	Intergenic	-93576	NM_153840	266977	Hs.733762	NM_025048	ENSG00000153292	ADGRF1	GPR110|KPG_012|PGR19|hGPCR36	adhesion G protein-coupled receptor F1	protein-coding
3107	chr11	13055545	13056447	+	0	NA	Intergenic	Intergenic	25133	NM_001080521	644943	Hs.134650	NM_001080521	ENSG00000189431	RASSF10	-	Ras association domain family member 10	protein-coding
18810	chr7	141121001	141121908	+	0	NA	intron (NM_001195278, intron 2 of 3)	MIRb|SINE|MIR	-129756	NM_018238	55750	Hs.685880	NM_018238	ENSG00000006530	AGK	CATC5|CTRCT38|MTDPS10|MULK	acylglycerol kinase	protein-coding
4199	chr12	16483322	16484034	+	0	NA	Intergenic	Intergenic	-16398	NM_145792	4257	Hs.389700	NM_020300	ENSG00000008394	MGST1	GST12|MGST|MGST-I	microsomal glutathione S-transferase 1	protein-coding
12986	chr3	104627953	104629251	+	0	NA	Intergenic	Intergenic	-456955	NM_001243283	214	Hs.591293	NM_001627	ENSG00000170017	ALCAM	CD166|MEMD	activated leukocyte cell adhesion molecule	protein-coding
16598	chr6	34308995	34309882	+	0	NA	intron (NM_001202470, intron 6 of 8)	intron (NM_001202470, intron 6 of 8)	51008	NM_006703	11165	Hs.188882	NM_006703	ENSG00000272325	NUDT3	DIPP|DIPP-1|DIPP1	nudix hydrolase 3	protein-coding
4013	chr11	126731493	126733077	+	0	NA	intron (NM_001301097, intron 1 of 15)	intron (NM_001301097, intron 1 of 15)	-78357	NR_046986	100874251	Hs.319053	NR_046986	ENSG00000254960	KIRREL3-AS2	-	KIRREL3 antisense RNA 2	ncRNA
8058	chr17	40404310	40405188	+	0	NA	intron (NM_012448, intron 1 of 18)	intron (NM_012448, intron 1 of 18)	23675	NM_012448	6777	Hs.595276	NM_012448	ENSG00000173757	STAT5B	STAT5	signal transducer and activator of transcription 5B	protein-coding
143	chr1	11559516	11560468	+	0	NA	intron (NM_020780, intron 1 of 20)	intron (NM_020780, intron 1 of 20)	20780	NM_020780	57540	Hs.202355	NM_020780	ENSG00000204624	DISP3	PTCHD2	dispatched RND transporter family member 3	protein-coding
16767	chr6	47265398	47266182	+	0	NA	intron (NM_014452, intron 1 of 5)	intron (NM_014452, intron 1 of 5)	11851	NM_014452	27242	Hs.443577	NM_014452	ENSG00000146072	TNFRSF21	BM-018|CD358|DR6	TNF receptor superfamily member 21	protein-coding
19182	chr8	35609124	35610190	+	0	NA	intron (NM_001322818, intron 13 of 16)	intron (NM_001322818, intron 13 of 16)	-41819	NR_125819	101929550	Hs.583803	NR_125819		LOC101929550	-	uncharacterized LOC101929550	ncRNA
9557	chr2	11260260	11261072	+	0	NA	intron (NR_040080, intron 6 of 8)	intron (NR_040080, intron 6 of 8)	11636	NR_040080	285150	Hs.329841	NM_182586	ENSG00000145063	FLJ33534	-	uncharacterized LOC285150	ncRNA
17599	chr6	157977993	157978684	+	0	NA	intron (NM_153746, intron 2 of 8)	intron (NM_153746, intron 2 of 8)	28174	NR_037463	100500899		NR_037463	ENSG00000266617	MIR3692	-	microRNA 3692	ncRNA
21275	chrY	18038283	18038848	+	0	NA	Intergenic	LTR22|LTR|ERVK	-1122652	NR_046504	100874056	Hs.743197	NR_046504	ENSG00000228787	NLGN4Y-AS1	NLGN4Y-AS|NLGN4YAS	NLGN4Y antisense RNA 1	ncRNA
12331	chr3	13136412	13137488	+	0	NA	Intergenic	Intergenic	-22021	NM_001134382	9922	Hs.475506	NM_014869	ENSG00000144711	IQSEC1	ARF-GEP100|ARFGEP100|BRAG2|GEP100	IQ motif and Sec7 domain 1	protein-coding
5765	chr13	110374980	110375682	+	0	NA	Intergenic	Intergenic	-5290	NR_103846	101409253	Hs.578072	NR_103846	ENSG00000234854	LINC00676	-	long intergenic non-protein coding RNA 676	ncRNA
17423	chr6	144608121	144608814	+	0	NA	Intergenic	Intergenic	-4406	NM_007124	7402	Hs.133135	NM_007124	ENSG00000152818	UTRN	DMDL|DRP|DRP1	utrophin	protein-coding
11577	chr20	44899197	44900269	+	0	NA	intron (NM_021248, intron 1 of 11)	intron (NM_021248, intron 1 of 11)	37404	NM_021248	64405	Hs.472861	NM_021248	ENSG00000149654	CDH22	C20orf25|dJ998H6.1	cadherin 22	protein-coding
16780	chr6	48632261	48633050	+	0	NA	Intergenic	Intergenic	-596230	NM_001013732	442213	Hs.659409	NM_207499	ENSG00000244694	PTCHD4	C6orf138|PTCH53|dJ402H5.2	patched domain containing 4	protein-coding
19054	chr8	23874221	23875158	+	0	NA	Intergenic	Intergenic	-162370	NM_003155	6781	Hs.25590	NM_003155	ENSG00000159167	STC1	STC	stanniocalcin 1	protein-coding
2946	chr10	126406543	126407326	+	0	NA	intron (NM_014661, intron 1 of 4)	intron (NM_014661, intron 1 of 4)	14337	NR_120630	101927944	Hs.437448	NR_120630		FAM53B-AS1	-	FAM53B antisense RNA 1	ncRNA
20140	chr9	28502417	28503386	+	0	NA	intron (NM_001354574, intron 3 of 5)	intron (NM_001354574, intron 3 of 5)	216402	NM_152570	158038	Hs.444665	NM_152570	ENSG00000174482	LINGO2	LERN3|LRRN6C	leucine rich repeat and Ig domain containing 2	protein-coding
1957	chr10	312923	313552	+	0	NA	Intergenic	L1MC4a|LINE|L1	87303	NM_001202468	10771	Hs.292265	NM_006624	ENSG00000015171	ZMYND11	BRAM1|BS69|MRD30	zinc finger MYND-type containing 11	protein-coding
5721	chr13	102620107	102620881	+	0	NA	promoter-TSS (NR_039603)	promoter-TSS (NR_039603)	-398	NR_039603	100616110		NR_039603	ENSG00000265164	MIR2681	-	microRNA 2681	ncRNA
15355	chr5	59741310	59741853	+	0	NA	intron (NM_001364599, intron 1 of 16)	L1MB1|LINE|L1	-41959	NR_024617	25859	Hs.146312	NM_001039499	ENSG00000152931	PART1	NCRNA00206	prostate androgen-regulated transcript 1	ncRNA
2521	chr10	78840440	78841071	+	0	NA	intron (NM_001322832, intron 12 of 27)	intron (NM_001322832, intron 12 of 27)	-59834	NR_120654	101929310	Hs.666457	NR_120654	ENSG00000225497	KCNMA1-AS2	-	KCNMA1 antisense RNA 2	ncRNA
14114	chr4	56972513	56973478	+	0	NA	Intergenic	Intergenic	-63366	NM_020722	57482	Hs.596667	NM_020722	ENSG00000109265	KIAA1211	CRAD	KIAA1211	protein-coding
19790	chr8	125526356	125527227	+	0	NA	intron (NM_001317891, intron 3 of 8)	L2a|LINE|L2	-5974	NR_106903	102466200		NR_106903	ENSG00000284087	MIR6844	hsa-mir-6844	microRNA 6844	ncRNA
3021	chr11	2430002	2430744	+	0	NA	intron (NM_014555, intron 18 of 23)	intron (NM_014555, intron 18 of 23)	8393	NM_001297659	10078	Hs.523424	NM_005706	ENSG00000184281	TSSC4	-	tumor suppressing subtransferable candidate 4	protein-coding
7782	chr17	6268514	6269505	+	0	NA	Intergenic	Intergenic	69432	NM_001285400	23746	Hs.279887	NM_014336	ENSG00000129221	AIPL1	AIPL2|LCA4	aryl hydrocarbon receptor interacting protein like 1	protein-coding
11017	chr2	219718463	219719137	+	0	NA	Intergenic	L2b|LINE|L2	-5728	NM_006522	7475	Hs.29764	NM_006522	ENSG00000115596	WNT6	-	Wnt family member 6	protein-coding
20821	chr9	140398063	140398718	+	0	NA	intron (NM_001098537, intron 14 of 34)	(GAA)n|Simple_repeat|Simple_repeat	-44604	NM_001178064	26012	Hs.455336	NM_015537	ENSG00000165802	NSMF	HH9|NELF	NMDA receptor synaptonuclear signaling and neuronal migration factor	protein-coding
18376	chr7	92397541	92398677	+	0	NA	intron (NM_001145306, intron 3 of 7)	intron (NM_001145306, intron 3 of 7)	65164	NM_001259	1021	Hs.119882	NM_001259	ENSG00000105810	CDK6	MCPH12|PLSTIRE	cyclin dependent kinase 6	protein-coding
13814	chr4	1180641	1181851	+	0	NA	intron (NM_001199021, intron 1 of 7)	L1MB3|LINE|L1	-14247	NM_001128325	10417	Hs.302963	NM_012445	ENSG00000159674	SPON2	DIL-1|DIL1|M-SPONDIN|MINDIN	spondin 2	protein-coding
936	chr1	103768819	103769823	+	0	NA	Intergenic	Intergenic	-195243	NR_134980	1301	Hs.523446	NM_001854	ENSG00000060718	COL11A1	CO11A1|COLL6|STL2	collagen type XI alpha 1 chain	protein-coding
348	chr1	30457661	30458461	+	0	NA	Intergenic	LTR26|LTR|ERV1	52398	NR_110790	101929406	Hs.639413	NR_110790	ENSG00000233399	LINC01648	-	long intergenic non-protein coding RNA 1648	ncRNA
19364	chr8	61680961	61681419	+	0	NA	intron (NM_017780, intron 2 of 37)	intron (NM_017780, intron 2 of 37)	27372	NM_001316690	55636	Hs.20395	NM_017780	ENSG00000171316	CHD7	CRG|HH5|IS3|KAL5	chromodomain helicase DNA binding protein 7	protein-coding
5611	chr13	79121399	79121858	+	0	NA	intron (NR_047001, intron 3 of 5)	intron (NR_047001, intron 3 of 5)	-48629	NR_158457	780529	Hs.587755	NR_158457		LOC780529	-	uncharacterized LOC780529	ncRNA
20656	chr9	123244745	123245434	+	0	NA	intron (NR_073558, intron 14 of 37)	intron (NR_073558, intron 14 of 37)	97356	NR_073555	55755	Hs.269560	NM_018249	ENSG00000136861	CDK5RAP2	C48|Cep215|MCPH3	CDK5 regulatory subunit associated protein 2	protein-coding
12142	chr22	38577726	38578251	+	0	NA	promoter-TSS (NM_001004426)	promoter-TSS (NM_001004426)	-151	NM_001199562	8398	Hs.170479	NM_003560	ENSG00000184381	PLA2G6	CaI-PLA2|GVI|INAD1|IPLA2-VIA|NBIA2|NBIA2A|NBIA2B|PARK14|PLA2|PNPLA9|iPLA2|iPLA2beta	phospholipase A2 group VI	protein-coding
1577	chr1	208523051	208523646	+	0	NA	Intergenic	Intergenic	-105619	NM_025179	5362	Hs.497626	NM_025179	ENSG00000076356	PLXNA2	OCT|PLXN2	plexin A2	protein-coding
13589	chr3	173818865	173819851	+	0	NA	intron (NM_001365925, intron 4 of 6)	intron (NM_001365925, intron 4 of 6)	-180772	NR_046664	100874010	Hs.624265	NR_046664	ENSG00000228213	NLGN1-AS1	-	NLGN1 antisense RNA 1	ncRNA
18286	chr7	81636526	81637142	+	0	NA	intron (NM_001366867, intron 16 of 38)	intron (NM_001366867, intron 16 of 38)	-1659	NR_110076	101927356	Hs.571348	NR_110076	ENSG00000223770	LOC101927356	-	uncharacterized LOC101927356	ncRNA
15769	chr5	115738830	115740708	+	0	NA	Intergenic	MIRb|SINE|MIR	-29502	NR_104675	101927190	Hs.639849	NR_104675		LOC101927190	-	uncharacterized LOC101927190	ncRNA
7057	chr15	93216027	93216606	+	0	NA	Intergenic	Intergenic	-17311	NM_207446	400451	Hs.27373	NM_207446	ENSG00000185442	FAM174B	-	family with sequence similarity 174 member B	protein-coding
922	chr1	99644699	99645508	+	0	NA	Intergenic	L2c|LINE|L2	-84745	NM_001166252	9890	Hs.13245	NM_014839	ENSG00000117600	PLPPR4	LPPR4|LPR4|PHP1|PRG-1|PRG1	phospholipid phosphatase related 4	protein-coding
3575	chr11	75049519	75050256	+	0	NA	intron (NM_004041, intron 1 of 15)	intron (NM_004041, intron 1 of 15)	-3657	NR_029891	442900		NR_029891	ENSG00000199090	MIR326	MIRN326|hsa-mir-326|mir-326	microRNA 326	ncRNA
19606	chr8	100565084	100565760	+	0	NA	intron (NM_152564, intron 30 of 61)	intron (NM_152564, intron 30 of 61)	-16333	NR_030596	100126309		NR_030596	ENSG00000216069	MIR875	MIRN875|hsa-mir-875	microRNA 875	ncRNA
13192	chr3	119906201	119906994	+	0	NA	intron (NM_001168271, intron 4 of 8)	L4|LINE|RTE	56545	NM_153002	165829	Hs.333358	NM_153002	ENSG00000175697	GPR156	GABABL|PGR28	G protein-coupled receptor 156	protein-coding
5516	chr13	58203712	58204506	+	0	NA	Intergenic	CpG	-1769	NM_001040429	27253	Hs.106511	NM_014459	ENSG00000118946	PCDH17	PCDH68|PCH68	protocadherin 17	protein-coding
3892	chr11	115350196	115350772	+	0	NA	intron (NM_001301044, intron 1 of 10)	intron (NM_001301044, intron 1 of 10)	24649	NM_001098517	23705	Hs.370510	NM_014333	ENSG00000182985	CADM1	BL2|IGSF4|IGSF4A|NECL2|Necl-2|RA175|ST17|SYNCAM|TSLC1|sTSLC-1|sgIGSF|synCAM1	cell adhesion molecule 1	protein-coding
7414	chr16	58766954	58767693	+	0	NA	intron (NM_001286220, intron 1 of 8)	intron (NM_001286220, intron 1 of 8)	897	NM_001286220	2806	Hs.599470	NM_002080	ENSG00000125166	GOT2	KAT4|KATIV|KYAT4|mitAAT	glutamic-oxaloacetic transaminase 2	protein-coding
8473	chr18	2316022	2316855	+	0	NA	Intergenic	Intergenic	255066	NM_022840	64863	Hs.126888	NM_022840	ENSG00000101574	METTL4	HsT661	methyltransferase like 4	protein-coding
6791	chr15	62571147	62571879	+	0	NA	Intergenic	Intergenic	25420	NR_107034	102465869		NR_107034	ENSG00000277919	MIR8067	hsa-mir-8067	microRNA 8067	ncRNA
19550	chr8	95205243	95206179	+	0	NA	intron (NM_001144663, intron 2 of 17)	MIR|SINE|MIR	15072	NM_004063	1015	Hs.591853	NM_004063	ENSG00000079112	CDH17	CDH16|HPT-1|HPT1	cadherin 17	protein-coding
14905	chr4	183709370	183711273	+	0	NA	exon (NM_001080477, exon 25 of 28)	exon (NM_001080477, exon 25 of 28)	128085	NM_001351745	1635	Hs.183850	NM_001921	ENSG00000129187	DCTD	-	dCMP deaminase	protein-coding
20809	chr9	138028028	138028774	+	0	NA	Intergenic	Intergenic	-45054	NR_046107	401557	Hs.640138	NR_046107		LOC401557	-	uncharacterized LOC401557	ncRNA
10716	chr2	178028972	178029952	+	0	NA	Intergenic	Intergenic	47677	NR_157853	105373759		NR_157853		LOC105373759	-	uncharacterized LOC105373759	ncRNA
11489	chr20	34663045	34663653	+	0	NA	Intergenic	Intergenic	-15987	NM_001258331	2036	Hs.437422	NM_012156	ENSG00000088367	EPB41L1	4.1N|MRD11	erythrocyte membrane protein band 4.1 like 1	protein-coding
6501	chr15	28473194	28473919	+	0	NA	intron (NM_004667, intron 34 of 92)	intron (NM_004667, intron 34 of 92)	93742	NM_004667	8924	Hs.434890	NM_004667	ENSG00000128731	HERC2	D15F37S1|MRT38|SHEP1|jdf2|p528	HECT and RLD domain containing E3 ubiquitin protein ligase 2	protein-coding
516	chr1	47416240	47417038	+	0	NA	Intergenic	Intergenic	-9491	NR_134991	1579	Hs.1645	NM_000778	ENSG00000187048	CYP4A11	CP4Y|CYP4A2|CYP4AII|CYPIVA11	cytochrome P450 family 4 subfamily A member 11	protein-coding
20500	chr9	100280816	100282055	+	0	NA	intron (NM_003275, intron 1 of 9)	intron (NM_003275, intron 1 of 9)	17487	NM_003275	7111	Hs.404289	NM_003275	ENSG00000136842	TMOD1	D9S57E|ETMOD|TMOD	tropomodulin 1	protein-coding
7251	chr16	19656014	19656540	+	0	NA	intron (NM_020314, intron 23 of 30)	intron (NM_020314, intron 23 of 30)	-71501	NM_153208	124152	Hs.460217	NM_153208	ENSG00000174628	IQCK	-	IQ motif containing K	protein-coding
4944	chr12	116375578	116376002	+	0	NA	Intergenic	L1ME3C|LINE|L1	210669	NR_030351	693205		NR_030351	ENSG00000207967	MIR620	MIRN620|hsa-mir-620	microRNA 620	ncRNA
3432	chr11	58692111	58692626	+	0	NA	intron (NM_001354699, intron 2 of 7)	HERVKC4-int|LTR|ERVK	-2734	NM_001220494	92292	Hs.38085	NM_080661	ENSG00000166840	GLYATL1	GATF-C|GNAT	glycine-N-acyltransferase like 1	protein-coding
5190	chr13	28070412	28071652	+	0	NA	Intergenic	Intergenic	-46293	NM_152912	219402	Hs.534582	NM_152912	ENSG00000122033	MTIF3	IF3mt	mitochondrial translational initiation factor 3	protein-coding
6188	chr14	70427329	70428205	+	0	NA	intron (NM_001034852, intron 3 of 11)	L1MB7|LINE|L1	-17083	NR_145786	109623479		NR_145786		SNORD169	-	small nucleolar RNA, C/D box 169	snoRNA
20235	chr9	72771167	72772072	+	0	NA	intron (NR_040076, intron 3 of 3)	intron (NR_040076, intron 3 of 3)	19185	NR_040076	100507244	Hs.556816	NR_040076	ENSG00000204706	MAMDC2-AS1	-	MAMDC2 antisense RNA 1	ncRNA
15980	chr5	139726315	139727010	+	0	NA	promoter-TSS (NM_001945)	promoter-TSS (NM_001945)	-474	NM_001945	1839	Hs.799	NM_001945	ENSG00000113070	HBEGF	DTR|DTS|DTSF|HEGFL	heparin binding EGF like growth factor	protein-coding
10368	chr2	120283145	120283978	+	0	NA	Intergenic	Intergenic	-1533	NM_002980	6344	Hs.42091	NM_002980	ENSG00000080293	SCTR	SR	secretin receptor	protein-coding
18024	chr7	36342769	36343649	+	0	NA	Intergenic	Intergenic	63640	NM_001199706	23366	Hs.6224	NM_015314	ENSG00000164542	KIAA0895	-	KIAA0895	protein-coding
18909	chr7	156950744	156951815	+	0	NA	intron (NM_014671, intron 1 of 22)	intron (NM_014671, intron 1 of 22)	19659	NM_014671	9690	Hs.118351	NM_014671	ENSG00000009335	UBE3C	HECTH2	ubiquitin protein ligase E3C	protein-coding
4695	chr12	91338635	91339210	+	0	NA	intron (NR_038868, intron 3 of 4)	intron (NR_038868, intron 3 of 4)	10031	NR_130711	196477	Hs.128574	NM_152638	ENSG00000197651	CCER1	C12orf12	coiled-coil glutamate rich protein 1	protein-coding
6633	chr15	44251179	44251676	+	0	NA	intron (NM_001322949, intron 1 of 15)	intron (NM_001322949, intron 1 of 15)	-81058	NR_003571	728758	Hs.658099	NR_003571		PIN4P1	-	peptidylprolyl cis/trans isomerase, NIMA-interacting 4 pseudogene 1	pseudo
13748	chr3	192543111	192543920	+	0	NA	intron (NM_178496, intron 1 of 1)	intron (NM_178496, intron 1 of 1)	92130	NM_178496	151963	Hs.151443	NM_178496	ENSG00000180611	MB21D2	C3orf59	Mab-21 domain containing 2	protein-coding
3468	chr11	62042993	62043584	+	0	NA	Intergenic	HERVH48-int|LTR|ERV1	5658	NM_002411	4250	Hs.46452	NM_002411	ENSG00000110484	SCGB2A2	MGB1|UGB2	secretoglobin family 2A member 2	protein-coding
11063	chr2	224561057	224562041	+	0	NA	Intergenic	MER5B|DNA|hAT-Charlie	-94470	NM_003469	7857	Hs.516726	NM_003469	ENSG00000171951	SCG2	CHGC|EM66|SN|SgII	secretogranin II	protein-coding
20356	chr9	85262363	85263579	+	0	NA	Intergenic	L1MD3|LINE|L1	415086	NM_152573	158158	Hs.129136	NM_152573	ENSG00000165105	RASEF	RAB45	RAS and EF-hand domain containing	protein-coding
7425	chr16	64346605	64347376	+	0	NA	Intergenic	Intergenic	808976	NM_001308392	1009	Hs.116471	NM_001797	ENSG00000140937	CDH11	CAD11|CDHOB|ESWS|OB|OSF-4	cadherin 11	protein-coding
1906	chr1	241207970	241208641	+	0	NA	intron (NM_001350116, intron 3 of 16)	L1M6|LINE|L1	-87267	NR_036069	100422856		NR_036069	ENSG00000265831	MIR3123	mir-3123	microRNA 3123	ncRNA
5445	chr13	47286245	47287189	+	0	NA	exon (NM_001164211, exon 15 of 20)	exon (NM_001164211, exon 15 of 20)	84579	NM_001984	2098	Hs.432491	NM_001984	ENSG00000139684	ESD	FGH	esterase D	protein-coding
2189	chr10	31642254	31643111	+	0	NA	intron (NM_001323676, intron 1 of 8)	MamSINE1|SINE|tRNA	32093	NM_001323676	6935	Hs.124503	NM_030751	ENSG00000148516	ZEB1	AREB6|BZP|DELTAEF1|FECD6|NIL2A|PPCD3|TCF8|ZFHEP|ZFHX1A	zinc finger E-box binding homeobox 1	protein-coding
19117	chr8	29743164	29743695	+	0	NA	Intergenic	Intergenic	-35600	NR_024473	286135	Hs.376840	NR_024473	ENSG00000253279	LINC02209	FAM183CP	long intergenic non-protein coding RNA 2209	ncRNA
19215	chr8	37739087	37739900	+	0	NA	intron (NM_001002814, intron 1 of 5)	intron (NM_001002814, intron 1 of 5)	17522	NM_001002814	80223	Hs.191179	NM_025151	ENSG00000156675	RAB11FIP1	NOEL1A|RCP|rab11-FIP1	RAB11 family interacting protein 1	protein-coding
3307	chr11	34706611	34707653	+	0	NA	Intergenic	Intergenic	53019	NM_001206616	26298	Hs.653859	NM_012153	ENSG00000135373	EHF	ESE3|ESE3B|ESEJ	ETS homologous factor	protein-coding
12503	chr3	37215984	37216998	+	0	NA	promoter-TSS (NM_006309)	promoter-TSS (NM_006309)	-110	NM_001348307	9209	Hs.740522	NM_006309	ENSG00000093167	LRRFIP2	HUFI-2	LRR binding FLII interacting protein 2	protein-coding
