PeakID (cmd=annotatePeaks.pl 09-17ngn3_30M_peaksfdr0.05.txt hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr5-503	chr5	173686841	173687073	+	4.96	0.673	Intergenic	Intergenic	-76400	NR_125806	101928176	Hs.436014	NR_125806	ENSG00000249306	LINC01411	-	long intergenic non-protein coding RNA 1411	ncRNA
chr2-740	chr2	20927969	20928201	+	4.96	0.791	intron (NM_001282723, intron 4 of 5)	intron (NM_001282723, intron 4 of 5)	61661	NM_182828	151449	Hs.447688	NM_182828	ENSG00000143869	GDF7	BMP12	growth differentiation factor 7	protein-coding
chr6-516	chr6	128671570	128671802	+	4.96	0.802	intron (NM_002844, intron 2 of 29)	intron (NM_002844, intron 2 of 29)	170133	NM_001291981	5796	Hs.155919	NM_002844	ENSG00000152894	PTPRK	R-PTP-kappa	protein tyrosine phosphatase, receptor type K	protein-coding
chr11-454	chr11	57008382	57008614	+	4.96	0.800	Intergenic	Intergenic	-3571	NR_027991	187	Hs.438311	NM_005161	ENSG00000134817	APLNR	AGTRL1|APJ|APJR|HG11	apelin receptor	protein-coding
chr5-490	chr5	14452016	14452248	+	4.96	0.805	intron (NM_007118, intron 34 of 56)	intron (NM_007118, intron 34 of 56)	-11960	NR_145815	109623458		NR_145815		SNORD170	-	small nucleolar RNA, C/D box 170	snoRNA
chr1-790	chr1	241471630	241471862	+	4.96	0.661	intron (NM_002924, intron 2 of 17)	intron (NM_002924, intron 2 of 17)	47380	NM_001350116	6000	Hs.655739	NM_002924	ENSG00000182901	RGS7	-	regulator of G protein signaling 7	protein-coding
chr11-462	chr11	117652526	117652758	+	4.96	0.727	intron (NM_020693, intron 1 of 32)	intron (NM_020693, intron 1 of 32)	15334	NM_020693	57453	Hs.659513	NM_020693	ENSG00000177103	DSCAML1	DSCAM2	DS cell adhesion molecule like 1	protein-coding
chr11-472	chr11	115181263	115181495	+	4.96	0.819	intron (NM_001098517, intron 1 of 8)	Tigger15a|DNA|TcMar-Tigger	-22917	NR_135108	105369509	Hs.736064	NR_135108		LOC105369509	-	uncharacterized LOC105369509	ncRNA
chr16-497	chr16	67999227	67999459	+	4.96	0.772	intron (NM_001145961, intron 1 of 23)	L4|LINE|RTE	-1375	NM_001145963	6560	Hs.10094	NM_005072	ENSG00000124067	SLC12A4	CTC-479C5.17|KCC1|hKCC1	solute carrier family 12 member 4	protein-coding
chr7-467	chr7	134115447	134115679	+	4.96	0.786	Intergenic	Intergenic	28381	NR_144376	231	Hs.521212	NM_001628	ENSG00000085662	AKR1B1	ADR|ALDR1|ALR2|AR	aldo-keto reductase family 1 member B	protein-coding
chr2-805	chr2	198894855	198895087	+	4.96	0.710	intron (NM_006226, intron 1 of 5)	L1PA13|LINE|L1	225545	NM_006226	5334	Hs.153322	NM_006226	ENSG00000115896	PLCL1	PLCE|PLCL|PLDL1|PPP1R127|PRIP	phospholipase C like 1 (inactive)	protein-coding
chr11-441	chr11	58935432	58935664	+	4.96	0.758	Intergenic	MLT1G1|LTR|ERVL-MaLR	-3355	NM_001300727	23220	Hs.523696	NM_015177	ENSG00000110042	DTX4	RNF155	deltex E3 ubiquitin ligase 4	protein-coding
chr6-500	chr6	159391975	159392207	+	4.96	0.750	Intergenic	L1M4|LINE|L1	29128	NM_001346418	83861	Hs.154628	NM_031924	ENSG00000130363	RSPH3	CILD32|RSHL2|RSP3|dJ111C20.1	radial spoke head 3 homolog	protein-coding
chr1-826	chr1	227060352	227060584	+	4.96	0.775	intron (NM_000447, intron 2 of 12)	intron (NM_000447, intron 2 of 12)	2195	NM_012486	5664	Hs.25363	NM_000447	ENSG00000143801	PSEN2	AD3L|AD4|CMD1V|PS2|STM2	presenilin 2	protein-coding
chr3-566	chr3	126815989	126816221	+	4.96	0.608	Intergenic	LTR75B|LTR|ERVL	-95869	NM_001007534	285311	Hs.591284	NM_001007534	ENSG00000214324	C3orf56	-	chromosome 3 open reading frame 56	protein-coding
chr3-560	chr3	161540201	161540433	+	4.96	0.740	Intergenic	Intergenic	325721	NM_001080440	131149	Hs.585021	NM_001080440	ENSG00000182447	OTOL1	C1QTNF15|C1QTNF16	otolin 1	protein-coding
chr9-449	chr9	133397877	133398109	+	4.96	0.731	Intergenic	Intergenic	56888	NR_027440	100272217	Hs.601255	NR_027440		LOC100272217	-	uncharacterized LOC100272217	ncRNA
chr15-298	chr15	62375463	62375695	+	4.96	0.672	Intergenic	Intergenic	16403	NM_207322	145741	Hs.202656	NM_207322	ENSG00000198535	C2CD4A	FAM148A|NLF1	C2 calcium dependent domain containing 4A	protein-coding
chr3-547	chr3	105554554	105554786	+	4.96	0.811	intron (NM_001321807, intron 3 of 19)	intron (NM_001321807, intron 3 of 19)	31765	NM_001321813	868	Hs.430589	NM_170662	ENSG00000114423	CBLB	Cbl-b|Nbla00127|RNF56	Cbl proto-oncogene B	protein-coding
chr3-555	chr3	197214826	197215058	+	4.96	0.761	Intergenic	Intergenic	21590	NR_145451	100129516	Hs.635286	NR_145451		LINC02012	-	long intergenic non-protein coding RNA 2012	ncRNA
chr7-469	chr7	78116716	78116948	+	4.96	0.802	intron (NM_001301128, intron 6 of 20)	MER58B|DNA|hAT-Charlie	140273	NR_003680	399670	Hs.568045	NR_003680	ENSG00000231322	RPL13AP17	RPL13A_6_816	ribosomal protein L13a pseudogene 17	pseudo
chr17-417	chr17	75233673	75233905	+	4.96	0.742	Intergenic	Intergenic	-43703	NM_001293695	10801	Hs.440932	NM_006640	ENSG00000184640	SEPT9	AF17q25|MSF|MSF1|NAPB|PNUTL4|SINT1|SeptD1	septin 9	protein-coding
chr15-296	chr15	45455234	45455466	+	4.96	0.726	intron (NM_017434, intron 32 of 34)	intron (NM_017434, intron 32 of 34)	18055	NM_001301171	90525	Hs.310399	NM_138356	ENSG00000138606	SHF	-	Src homology 2 domain containing F	protein-coding
chr1-854	chr1	56020390	56020622	+	4.96	0.687	Intergenic	MIRb|SINE|MIR	329192	NR_039618	100616272		NR_039618	ENSG00000265822	MIR4422	mir-4422	microRNA 4422	ncRNA
chr10-420	chr10	126718366	126718598	+	4.96	0.840	intron (NM_001083914, intron 3 of 10)	intron (NM_001083914, intron 3 of 10)	-2029	NM_022802	1488	Hs.501345	NM_001329	ENSG00000175029	CTBP2	-	C-terminal binding protein 2	protein-coding
chr3-545	chr3	54306472	54306704	+	4.96	0.632	intron (NM_018398, intron 2 of 37)	intron (NM_018398, intron 2 of 37)	149895	NM_018398	55799	Hs.656687	NM_018398	ENSG00000157445	CACNA2D3	HSA272268	calcium voltage-gated channel auxiliary subunit alpha2delta 3	protein-coding
chr8-452	chr8	6817599	6817831	+	4.96	0.783	promoter-TSS (NR_073408)	promoter-TSS (NR_073408)	-32	NR_073408	449492	Hs.552565	NR_073408	ENSG00000233238	DEFA9P	DEFAP2	defensin alpha 9, pseudogene	pseudo
chr8-420	chr8	98437022	98437254	+	4.96	0.787	intron (NR_125390, intron 1 of 2)	intron (NR_125390, intron 1 of 2)	21587	NR_125390	101927066	Hs.732112	NR_125390		LOC101927066	-	uncharacterized LOC101927066	ncRNA
chrX-82	chrX	106756039	106756271	+	4.96	0.814	TTS (NR_046750)	TTS (NR_046750)	-9525	NM_032428	84443	Hs.496546	NM_032428	ENSG00000147234	FRMPD3	-	FERM and PDZ domain containing 3	protein-coding
chr3-563	chr3	69045437	69045669	+	4.96	0.735	intron (NR_103826, intron 8 of 15)	LTR87|LTR|ERVL?	17492	NR_103826	285203	Hs.518059	NM_173654	ENSG00000163378	EOGT	AER61|AOS4|C3orf64|EOGT1	EGF domain specific O-linked N-acetylglucosamine transferase	protein-coding
chr13-269	chr13	71891035	71891267	+	4.96	0.705	Intergenic	Intergenic	301878	NR_047699	100885781	Hs.372660	NR_047699	ENSG00000226846	LINC00348	-	long intergenic non-protein coding RNA 348	ncRNA
chr9-411	chr9	126123173	126123405	+	4.96	0.717	intron (NM_173689, intron 1 of 12)	intron (NM_173689, intron 1 of 12)	4843	NM_173689	286204	Hs.568340	NM_173689	ENSG00000148204	CRB2	FSGS9|VMCKD	crumbs 2, cell polarity complex component	protein-coding
chr17-398	chr17	70023646	70023878	+	4.96	0.850	Intergenic	Intergenic	-1642	NR_110876	102723505	Hs.547482	NR_110876	ENSG00000228639	ROCR	LINC02095	regulator of chondrogenesis RNA	ncRNA
chr10-431	chr10	115312473	115312705	+	4.96	0.768	promoter-TSS (NM_004132)	promoter-TSS (NM_004132)	-148	NM_004132	3026	Hs.422542	NM_004132	ENSG00000148702	HABP2	FSAP|HABP|HGFAL|NMTC5|PHBP	hyaluronan binding protein 2	protein-coding
chr9-442	chr9	78493423	78493655	+	4.96	0.689	Intergenic	(TGGA)n|Simple_repeat|Simple_repeat	-12021	NM_001190482	5125	Hs.368542	NM_006200	ENSG00000099139	PCSK5	PC5|PC6|PC6A|SPC6	proprotein convertase subtilisin/kexin type 5	protein-coding
chr16-517	chr16	54082897	54083129	+	4.96	0.758	intron (NM_001080432, intron 8 of 8)	intron (NM_001080432, intron 8 of 8)	9708	NR_103838	100505692	Hs.664629	NR_103838		FTO-IT1	-	FTO intronic transcript 1	ncRNA
chr20-262	chr20	24216926	24217158	+	4.96	0.802	Intergenic	Intergenic	36639	NR_040102	400839	Hs.651965	NR_040102	ENSG00000230133	LINC01721	-	long intergenic non-protein coding RNA 1721	ncRNA
chr1-703	chr1	233132105	233132337	+	4.96	0.639	intron (NM_014801, intron 32 of 33)	intron (NM_014801, intron 32 of 33)	45633	NR_138027	84284	Hs.642715	NM_032324	ENSG00000135778	NTPCR	C1orf57|HCR-NTPase	nucleoside-triphosphatase, cancer-related	protein-coding
chr20-268	chr20	61615959	61616191	+	4.96	0.765	Intergenic	Intergenic	22312	NM_080606	128408	Hs.551230	NM_080606	ENSG00000125533	BHLHE23	BETA4|BHLHB4|Beta3b|bA305P22.3	basic helix-loop-helix family member e23	protein-coding
chr4-633	chr4	146740949	146741181	+	4.96	0.743	intron (NM_178835, intron 8 of 14)	intron (NM_178835, intron 8 of 14)	119047	NM_178835	152485	Hs.133916	NM_178835	ENSG00000151612	ZNF827	-	zinc finger protein 827	protein-coding
chr1-835	chr1	26233573	26233805	+	4.96	0.767	promoter-TSS (NR_037481)	promoter-TSS (NR_037481)	-321	NM_203399	3925	Hs.209983	NM_005563	ENSG00000117632	STMN1	C1orf215|LAP18|Lag|OP18|PP17|PP19|PR22|SMN	stathmin 1	protein-coding
chr8-443	chr8	26319837	26320069	+	4.96	0.800	Intergenic	Intergenic	51530	NM_007257	10687	Hs.591838	NM_007257	ENSG00000240694	PNMA2	MA2|MM2|RGAG2	PNMA family member 2	protein-coding
chr4-674	chr4	90183644	90183876	+	4.96	0.842	intron (NM_198281, intron 1 of 1)	intron (NM_198281, intron 1 of 1)	45401	NM_198281	285513	Hs.100912	NM_198281	ENSG00000185477	GPRIN3	GRIN3	GPRIN family member 3	protein-coding
chr12-417	chr12	99606128	99606360	+	4.96	0.745	intron (NM_001352187, intron 14 of 25)	intron (NM_001352187, intron 14 of 25)	-57376	NM_001352190	56899	Hs.506458	NM_020140	ENSG00000185046	ANKS1B	AIDA|AIDA-1|ANKS2|EB-1|EB1|cajalin-2	ankyrin repeat and sterile alpha motif domain containing 1B	protein-coding
chr16-486	chr16	72258452	72258684	+	4.96	0.813	Intergenic	L2c|LINE|L2	-52219	NM_001160213	83449	Hs.714939	NM_031293	ENSG00000118557	PMFBP1	-	polyamine modulated factor 1 binding protein 1	protein-coding
chr19-216	chr19	9895715	9895947	+	4.96	0.816	intron (NM_001353800, intron 1 of 6)	intron (NM_001353800, intron 1 of 6)	1028	NM_001353800	162993	Hs.665717	NM_001077624	ENSG00000196605	ZNF846	-	zinc finger protein 846	protein-coding
chr17-392	chr17	21113884	21114116	+	4.96	0.657	intron (NM_003876, intron 1 of 1)	intron (NM_003876, intron 1 of 1)	3908	NM_003876	8834	Hs.592945	NM_003876	ENSG00000178307	TMEM11	C17orf35|PM1|PMI	transmembrane protein 11	protein-coding
chr4-642	chr4	101851013	101851245	+	4.96	0.795	Intergenic	MSTC|LTR|ERVL-MaLR	-254859	NR_046811	100874275	Hs.136318	NR_046811	ENSG00000250223	LINC01216	EMCN-IT3	long intergenic non-protein coding RNA 1216	ncRNA
chr2-755	chr2	85478042	85478274	+	4.96	0.787	intron (NM_031283, intron 3 of 11)	intron (NM_031283, intron 3 of 11)	37383	NR_136323	102724579	Hs.669216	NR_136323		LOC102724579	-	uncharacterized LOC102724579	ncRNA
chr2-747	chr2	218631109	218631341	+	4.96	0.795	Intergenic	L1MEf|LINE|L1	-9909	NR_026597	729582	Hs.572788	NR_026597		DIRC3	-	disrupted in renal carcinoma 3	ncRNA
chr5-456	chr5	108198025	108198257	+	4.96	0.779	intron (NM_005246, intron 5 of 19)	intron (NM_005246, intron 5 of 19)	-62166	NM_001308031	2241	Hs.107418	NM_005246	ENSG00000151422	FER	PPP1R74|TYK3|p94-Fer	FER tyrosine kinase	protein-coding
chr10-430	chr10	84385269	84385501	+	4.96	0.742	intron (NM_001010848, intron 2 of 8)	intron (NM_001010848, intron 2 of 8)	-392709	NR_120666	101929590	Hs.733268	NR_120666	ENSG00000225738	NRG3-AS1	C10orf100|Em:AC010157.1	NRG3 antisense RNA 1	ncRNA
chr4-621	chr4	54510772	54511004	+	4.96	0.767	Intergenic	Intergenic	-51180	NR_125918	100506444	Hs.636176	NR_125918	ENSG00000249341	LOC100506444	-	uncharacterized LOC100506444	ncRNA
chr4-646	chr4	102154961	102155193	+	4.96	0.806	intron (NM_000944, intron 1 of 13)	L1PREC2|LINE|L1	6952	NR_107033	102465868		NR_107033	ENSG00000273882	MIR8066	hsa-mir-8066	microRNA 8066	ncRNA
chr15-307	chr15	57802939	57803171	+	4.96	0.831	intron (NM_032866, intron 8 of 18)	intron (NM_032866, intron 8 of 18)	-81047	NR_104370	145781	Hs.437256	NM_001018090	ENSG00000137878	GCOM1	GRINL1A|Gcom2|MYZAP|MYZAP-POLR2M|gcom	GRINL1A complex locus 1	protein-coding
chr1-843	chr1	156634282	156634514	+	4.96	0.802	Intergenic	Intergenic	12791	NM_006617	10763	Hs.527971	NM_006617	ENSG00000132688	NES	Nbla00170	nestin	protein-coding
chr2-796	chr2	201086165	201086397	+	4.96	0.807	Intergenic	HAL1|LINE|L1	-84323	NM_001282735	26010	Hs.120323	NM_015535	ENSG00000196141	SPATS2L	DNAPTP6|SGNP	spermatogenesis associated serine rich 2 like	protein-coding
chr18-216	chr18	59415305	59415537	+	4.96	0.731	promoter-TSS (NR_103449)	promoter-TSS (NR_103449)	12	NR_103449	100996669	Hs.586981	NR_103449		LINC01544	-	long intergenic non-protein coding RNA 1544	ncRNA
chr1-869	chr1	15477977	15478209	+	4.96	0.831	promoter-TSS (NM_001136217)	promoter-TSS (NM_001136217)	867	NR_027136	200197	Hs.531424	NM_182534	ENSG00000175147	TMEM51-AS1	C1orf126	TMEM51 antisense RNA 1	ncRNA
chr9-410	chr9	132177098	132177330	+	4.96	0.729	Intergenic	Intergenic	-73725	NR_038955	100506190	Hs.529860	NR_038955		LINC00963	MetaLnc9	long intergenic non-protein coding RNA 963	ncRNA
chr1-817	chr1	15611260	15611492	+	4.96	0.700	intron (NM_052929, intron 3 of 30)	intron (NM_052929, intron 3 of 30)	37655	NM_052929	114827	Hs.659997	NM_052929	ENSG00000142621	FHAD1	-	forkhead associated phosphopeptide binding domain 1	protein-coding
chr4-637	chr4	55229531	55229763	+	4.96	0.709	Intergenic	Intergenic	30588	NR_147160	105377656	Hs.157697	NR_147160		LINC02283	-	long intergenic non-protein coding RNA 2283	ncRNA
chrY-103	chrY	17629515	17629747	+	4.96	0.817	Intergenic	LTR7|LTR|ERV1	-713718	NR_046504	100874056	Hs.743197	NR_046504	ENSG00000228787	NLGN4Y-AS1	NLGN4Y-AS|NLGN4YAS	NLGN4Y antisense RNA 1	ncRNA
chr16-519	chr16	25619182	25619414	+	4.96	0.814	Intergenic	Intergenic	-84049	NM_006040	9951	Hs.655275	NM_006040	ENSG00000182601	HS3ST4	3-OST-4|30ST4|3OST4|h3-OST-4	heparan sulfate-glucosamine 3-sulfotransferase 4	protein-coding
chr17-425	chr17	70585159	70585391	+	4.96	0.773	intron (NR_036488, intron 1 of 3)	intron (NR_036488, intron 1 of 3)	3668	NR_137280	100499467	Hs.157726	NR_036488		LINC00673	ERRLR01|HI-LNC75|HILNC75|LUCAIR1|SLNCR|SLNCR1	long intergenic non-protein coding RNA 673	ncRNA
chr8-466	chr8	97965398	97965630	+	4.96	0.737	non-coding (NR_125390, exon 3 of 3)	non-coding (NR_125390, exon 3 of 3)	308059	NM_016134	10404	Hs.156178	NM_016134	ENSG00000104324	CPQ	LDP|PGCP	carboxypeptidase Q	protein-coding
chr2-765	chr2	202208227	202208459	+	4.96	0.806	intron (NM_001127391, intron 6 of 14)	intron (NM_001127391, intron 6 of 14)	13778	NM_001289993	130540	Hs.107944	NM_139163	ENSG00000155749	ALS2CR12	-	amyotrophic lateral sclerosis 2 chromosome region 12	protein-coding
chr11-438	chr11	97203403	97203635	+	4.96	0.742	Intergenic	Intergenic	961930	NR_135097	105369443	Hs.599377	NR_135097	ENSG00000256684	LOC105369443	-	uncharacterized LOC105369443	ncRNA
chr22-133	chr22	24255967	24256199	+	4.96	0.743	Intergenic	CpG	-14966	NR_038911	284889	Hs.632772	NR_038911		MIF-AS1	MIF-AS	MIF antisense RNA 1	ncRNA
chr21-484	chr21	46193608	46193840	+	4.96	0.852	intron (NM_001202489, intron 2 of 3)	intron (NM_001202489, intron 2 of 3)	28027	NM_182688	7327	Hs.529420	NM_003343	ENSG00000184787	UBE2G2	UBC7	ubiquitin conjugating enzyme E2 G2	protein-coding
chr9-412	chr9	126235618	126235850	+	4.96	0.798	intron (NM_001352965, intron 11 of 20)	intron (NM_001352965, intron 11 of 20)	12167	NR_106972	102465688		NR_106972	ENSG00000274932	MIR7150	hsa-mir-7150	microRNA 7150	ncRNA
chr5-483	chr5	147128042	147128274	+	4.96	0.738	intron (NM_014790, intron 1 of 20)	LTR9|LTR|ERV1	34253	NM_001270934	9832	Hs.740461	NM_014790	ENSG00000176049	JAKMIP2	JAMIP2|NECC1	janus kinase and microtubule interacting protein 2	protein-coding
chr3-551	chr3	128127887	128128119	+	4.96	0.722	TTS (NM_021937)	TTS (NM_021937)	-54434	NR_037890	285224	Hs.683815	NR_037890	ENSG00000242049	DNAJB8-AS1	-	DNAJB8 antisense RNA 1	ncRNA
chr5-454	chr5	172120029	172120261	+	4.96	0.774	Intergenic	Intergenic	30977	NR_049799	100847029		NR_049799	ENSG00000265160	MIR5003	-	microRNA 5003	ncRNA
chr4-662	chr4	6260462	6260694	+	4.96	0.783	Intergenic	Intergenic	-10999	NM_006005	7466	Hs.518602	NM_006005	ENSG00000109501	WFS1	CTRCT41|WFRS|WFS|WFSL	wolframin ER transmembrane glycoprotein	protein-coding
chr7-445	chr7	109745393	109745625	+	4.96	0.813	Intergenic	Intergenic	-145239	NR_003024	442720	Hs.530096	NR_003024	ENSG00000237064	EIF3IP1	RG208K23	eukaryotic translation initiation factor 3 subunit I pseudogene 1	pseudo
chr1-768	chr1	40282402	40282634	+	4.96	0.833	Intergenic	MIR|SINE|MIR	27870	NR_135805	101929536	Hs.552820	NR_135805	ENSG00000261798	LOC101929536	-	uncharacterized LOC101929536	ncRNA
chr1-822	chr1	110073090	110073322	+	4.96	0.747	Intergenic	Intergenic	-9288	NM_031936	83873	Hs.709782	NM_031936	ENSG00000156097	GPR61	BALGR|GPCR3	G protein-coupled receptor 61	protein-coding
chr2-737	chr2	106429100	106429332	+	4.96	0.644	intron (NM_001004722, intron 1 of 3)	intron (NM_001004722, intron 1 of 3)	-38988	NM_001004720	8440	Hs.529244	NM_003581	ENSG00000071051	NCK2	GRB4|NCKbeta	NCK adaptor protein 2	protein-coding
chr4-654	chr4	82301625	82301857	+	4.96	0.712	Intergenic	Intergenic	91341	NM_001300736	153020	Hs.591696	NM_152545	ENSG00000138670	RASGEF1B	GPIG4	RasGEF domain family member 1B	protein-coding
chr3-533	chr3	145877954	145878186	+	4.96	0.760	intron (NM_000935, intron 1 of 18)	intron (NM_000935, intron 1 of 18)	1212	NM_000935	5352	Hs.477866	NM_000935	ENSG00000152952	PLOD2	BRKS2|LH2|TLH	procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	protein-coding
chr13-256	chr13	39681777	39682009	+	4.96	0.720	Intergenic	Intergenic	69445	NM_001012754	387921	Hs.507783	NM_001012754	ENSG00000188811	NHLRC3	-	NHL repeat containing 3	protein-coding
chr11-439	chr11	441982	442214	+	4.96	0.783	promoter-TSS (NM_001347882)	promoter-TSS (NM_001347882)	-87	NM_001012302	338440	Hs.501622	NM_001012302	ENSG00000185101	ANO9	PIG5|TMEM16J|TP53I5	anoctamin 9	protein-coding
chr6-481	chr6	150004452	150004684	+	4.96	0.758	exon (NM_004690, exon 4 of 8)	exon (NM_004690, exon 4 of 8)	32993	NR_073033	9113	Hs.549084	NM_004690	ENSG00000131023	LATS1	WARTS|wts	large tumor suppressor kinase 1	protein-coding
chr6-529	chr6	140239562	140239794	+	4.96	0.777	Intergenic	Intergenic	-57778	NR_121622	100507477	Hs.179213	NR_121622	ENSG00000236013	LOC100507477	-	uncharacterized LOC100507477	ncRNA
chr17-423	chr17	711033	711265	+	4.96	0.735	intron (NM_022463, intron 5 of 7)	intron (NM_022463, intron 5 of 7)	-25578	NM_016080	51031	Hs.279061	NM_016080	ENSG00000167699	GLOD4	C17orf25|CGI-150|HC71	glyoxalase domain containing 4	protein-coding
chr8-456	chr8	41998569	41998801	+	4.96	0.812	Intergenic	Intergenic	-11779	NM_006803	10947	Hs.654529	NM_006803	ENSG00000070718	AP3M2	AP47B|CLA20|P47B	adaptor related protein complex 3 subunit mu 2	protein-coding
chr3-524	chr3	172468181	172468413	+	4.96	0.843	promoter-TSS (NM_001258316)	promoter-TSS (NM_001258316)	-178	NM_001349103	1894	Hs.518299	NM_018098	ENSG00000114346	ECT2	ARHGEF31	epithelial cell transforming 2	protein-coding
chr20-254	chr20	40711432	40711664	+	4.96	0.676	intron (NM_007050, intron 29 of 30)	intron (NM_007050, intron 29 of 30)	-464415	NM_032221	84181	Hs.740645	NM_032221	ENSG00000124177	CHD6	CHD-6|CHD5|RIGB	chromodomain helicase DNA binding protein 6	protein-coding
chr2-817	chr2	14856499	14856731	+	4.96	0.605	Intergenic	MIRb|SINE|MIR	83808	NM_145175	151354	Hs.260855	NM_145175	ENSG00000162981	FAM84A	NSE1|PP11517	family with sequence similarity 84 member A	protein-coding
chr12-418	chr12	102090948	102091180	+	4.96	0.744	promoter-TSS (NM_020244)	promoter-TSS (NM_020244)	-353	NM_020244	56994	Hs.293077	NM_020244	ENSG00000111666	CHPT1	CPT|CPT1	choline phosphotransferase 1	protein-coding
chr6-490	chr6	112475446	112475678	+	4.96	0.765	intron (NM_001105206, intron 16 of 38)	(A)n|Simple_repeat|Simple_repeat	-66811	NM_016262	51175	Hs.34851	NM_016262	ENSG00000074935	TUBE1	TUBE|dJ142L7.2	tubulin epsilon 1	protein-coding
chr9-448	chr9	22416779	22417011	+	4.96	0.704	Intergenic	Intergenic	-29945	NM_022160	63951	Hs.371976	NM_022160	ENSG00000176399	DMRTA1	DMO|DMRT4	DMRT like family A1	protein-coding
chr13-244	chr13	105249930	105250162	+	4.96	0.752	Intergenic	Intergenic	-868170	NM_001161814	267012	Hs.381382	NM_172370	ENSG00000182346	DAOA	LG72|SG72	D-amino acid oxidase activator	protein-coding
chr11-464	chr11	103666945	103667177	+	4.96	0.773	Intergenic	Intergenic	-53573	NR_039842	100616457		NR_039842	ENSG00000264200	MIR4693	-	microRNA 4693	ncRNA
chr5-499	chr5	168811824	168812056	+	4.96	0.828	Intergenic	Intergenic	-83807	NM_001271946	6586	Hs.552087	NM_003062	ENSG00000184347	SLIT3	MEGF5|SLIL2|SLIT1|Slit-3|slit2	slit guidance ligand 3	protein-coding
chr4-676	chr4	3178479	3178711	+	4.96	0.782	intron (NM_002111, intron 33 of 66)	intron (NM_002111, intron 33 of 66)	-67501	NM_001330620	345222	Hs.442291	NM_001012982	ENSG00000188981	MSANTD1	C4orf44	Myb/SANT DNA binding domain containing 1	protein-coding
chr9-381	chr9	136009174	136009406	+	4.96	0.760	intron (NM_001042368, intron 1 of 17)	intron (NM_001042368, intron 1 of 17)	-2746	NM_001271774	5900	Hs.106185	NM_006266	ENSG00000160271	RALGDS	RGDS|RGF|RalGEF	ral guanine nucleotide dissociation stimulator	protein-coding
chr21-513	chr21	31605997	31606229	+	4.96	0.817	Intergenic	Intergenic	-17644	NM_199328	9073	Hs.162209	NM_012132	ENSG00000156284	CLDN8	HEL-S-79	claudin 8	protein-coding
chr19-209	chr19	50004992	50005224	+	4.96	0.833	promoter-TSS (NR_029703)	promoter-TSS (NR_029703)	-983	NR_029703	406942		NR_029703	ENSG00000207782	MIR150	MIRN150|miRNA150|mir-150	microRNA 150	ncRNA
chr11-427	chr11	60909190	60909422	+	4.96	0.661	intron (NM_017966, intron 1 of 4)	intron (NM_017966, intron 1 of 4)	19610	NM_017966	55048	Hs.523715	NM_017966	ENSG00000167987	VPS37C	-	VPS37C, ESCRT-I subunit	protein-coding
