PeakID (cmd=annotatePeaks.pl GSE106949_XM001-PP_PDX1_CTTGTA_GEM_events_Filtered_Merged.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
19:35760731	chr19	35760632	35760832	+	191	NA	exon (NM_003367, exon 4 of 10)	exon (NM_003367, exon 4 of 10)	867	NM_003367	7392	Hs.454534	NM_003367	ENSG00000105698	USF2	FIP|bHLHb12	upstream transcription factor 2, c-fos interacting	protein-coding
12:126689067	chr12	126688968	126689168	+	191	NA	Intergenic	Intergenic	108530	NR_110053	101927464	Hs.443932	NR_110053	ENSG00000284848	LINC02359	-	long intergenic non-protein coding RNA 2359	ncRNA
22:23864432	chr22	23864333	23864533	+	191	NA	Intergenic	Intergenic	-15856	NR_109832	101978785	Hs.575107	NR_109832		PCAT14	-	prostate cancer associated transcript 14	ncRNA
1:203474012	chr1	203473913	203474113	+	191	NA	intron (NM_014359, intron 7 of 7)	intron (NM_014359, intron 7 of 7)	10732	NM_014359	26254	Hs.632468	NM_014359	ENSG00000188770	OPTC	OPT	opticin	protein-coding
16:67204177	chr16	67204078	67204278	+	191	NA	promoter-TSS (NM_001276307)	promoter-TSS (NM_001276307)	-222	NM_001276309	8996	Hs.513667	NM_003946	ENSG00000140939	NOL3	ARC|FCM|MYOCL1|MYP|NOP|NOP30	nucleolar protein 3	protein-coding
18:19862516	chr18	19862417	19862617	+	191	NA	Intergenic	Intergenic	113119	NM_005257	2627	Hs.514746	NM_005257	ENSG00000141448	GATA6	-	GATA binding protein 6	protein-coding
9:24462614	chr9	24462515	24462715	+	191	NA	Intergenic	Intergenic	83059	NM_001271706	100129669	Hs.573530	NM_001271706	ENSG00000205442	IZUMO3	C9orf134|bA20A20.1	IZUMO family member 3	protein-coding
20:22370980	chr20	22370881	22371081	+	191	NA	Intergenic	Intergenic	30300	NR_027090	284788	Hs.651993	NR_027089	ENSG00000204684	LOC284788	-	uncharacterized LOC284788	ncRNA
7:882557	chr7	882458	882658	+	191	NA	3' UTR (NM_001367637, exon 4 of 4)	3' UTR (NM_001367637, exon 4 of 4)	1547	NM_001367708	23353	Hs.438072	NM_025154	ENSG00000164828	SUN1	UNC84A	Sad1 and UNC84 domain containing 1	protein-coding
4:140005849	chr4	140005750	140005950	+	191	NA	promoter-TSS (NM_001276457)	promoter-TSS (NM_001276457)	-282	NM_001276457	1998	Hs.634040	NM_006874	ENSG00000109381	ELF2	EU32|NERF|NERF-1A|NERF-1B|NERF-1a,b|NERF-2	E74 like ETS transcription factor 2	protein-coding
5:123917100	chr5	123917001	123917201	+	191	NA	Intergenic	Intergenic	-142888	NR_125774	103724389	Hs.582211	NR_125774		LINC01170	-	long intergenic non-protein coding RNA 1170	ncRNA
17:75920984	chr17	75920885	75921085	+	191	NA	Intergenic	Intergenic	-40816	NR_028337	400624	Hs.514521	NM_001001685	ENSG00000204283	LINC01973	-	long intergenic non-protein coding RNA 1973	ncRNA
9:126313268	chr9	126313169	126313369	+	191	NA	intron (NM_001352968, intron 12 of 18)	intron (NM_001352968, intron 12 of 18)	-65368	NR_106972	102465688		NR_106972	ENSG00000274932	MIR7150	hsa-mir-7150	microRNA 7150	ncRNA
1:36683606	chr1	36683507	36683707	+	191	NA	Intergenic	Tigger1|DNA|TcMar-Tigger	-6437	NM_005119	9967	Hs.744057	NM_005119	ENSG00000054118	THRAP3	BCLAF2|TRAP150	thyroid hormone receptor associated protein 3	protein-coding
1:34846126	chr1	34846027	34846227	+	191	NA	Intergenic	Intergenic	203619	NM_001134734	84970	Hs.194610	NM_032884	ENSG00000142698	C1orf94	-	chromosome 1 open reading frame 94	protein-coding
2:212363797	chr2	212363698	212363898	+	191	NA	intron (NM_001042599, intron 20 of 26)	L2a|LINE|L2	881503	NR_002763	29034	Hs.658398	NR_002763	ENSG00000280837	CPS1-IT1	CPS1-IT|CPS1IT|CPS1IT1|PRO0132	CPS1 intronic transcript 1	ncRNA
4:83608932	chr4	83608833	83609033	+	191	NA	intron (NM_024906, intron 2 of 3)	intron (NM_024906, intron 2 of 3)	65650	NR_030301	693160		NR_030301	ENSG00000207746	MIR575	MIRN575|hsa-mir-575	microRNA 575	ncRNA
22:29492962	chr22	29492863	29493063	+	191	NA	intron (NM_032045, intron 2 of 9)	intron (NM_032045, intron 2 of 9)	23940	NM_001039570	83999	Hs.229335	NM_032045	ENSG00000183762	KREMEN1	ECTD13|KREMEN|KRM1	kringle containing transmembrane protein 1	protein-coding
4:2263878	chr4	2263779	2263979	+	191	NA	promoter-TSS (NM_006454)	promoter-TSS (NM_006454)	-43	NM_006454	10608	Hs.655020	NM_006454	ENSG00000123933	MXD4	MAD4|MST149|MSTP149|bHLHc12	MAX dimerization protein 4	protein-coding
4:186392406	chr4	186392307	186392507	+	191	NA	promoter-TSS (NR_133944)	promoter-TSS (NR_133944)	-178	NR_133944	105377590	Hs.563183	NR_133944	ENSG00000249679	LOC105377590	-	uncharacterized LOC105377590	ncRNA
21:30446047	chr21	30445948	30446148	+	191	NA	promoter-TSS (NM_006585)	promoter-TSS (NM_006585)	70	NM_001282908	10694	Hs.125113	NM_006585	ENSG00000156261	CCT8	C21orf112|Cctq|D21S246|PRED71	chaperonin containing TCP1 subunit 8	protein-coding
5:53640650	chr5	53640551	53640751	+	191	NA	intron (NR_126379, intron 1 of 4)	MER57C2|LTR|ERV1	23877	NR_126379	104355136	Hs.559024	NR_126379	ENSG00000249069	LINC01033	-	long intergenic non-protein coding RNA 1033	ncRNA
15:90585734	chr15	90585635	90585835	+	191	NA	intron (NM_198526, intron 1 of 4)	(CAAT)n|Simple_repeat|Simple_repeat	35748	NR_036135	100422841		NR_036135	ENSG00000265871	MIR3174	-	microRNA 3174	ncRNA
8:37188691	chr8	37188592	37188792	+	191	NA	intron (NR_031672, intron 2 of 2).2	intron (NR_031672, intron 2 of 2).2	162739	NR_121620	100507420	Hs.105962	NR_121620		LINC01605	LincDUSP	long intergenic non-protein coding RNA 1605	ncRNA
10:60506782	chr10	60506683	60506883	+	191	NA	intron (NM_001080512, intron 3 of 20)	intron (NM_001080512, intron 3 of 20)	32008	NR_027508	728640	Hs.729209	NR_027508		FAM133CP	-	family with sequence similarity 133, member A pseudogene	pseudo
10:119658880	chr10	119658781	119658981	+	191	NA	Intergenic	Intergenic	-147451	NR_026940	255082	Hs.89387	NM_178816	ENSG00000177640	CASC2	C10orf5	cancer susceptibility 2	ncRNA
10:3915078	chr10	3914979	3915179	+	191	NA	Intergenic	Intergenic	38937	NR_134490	105376365	Hs.460114	NR_134490	ENSG00000230573	LINC02639	-	long intergenic non-protein coding RNA 2639	ncRNA
5:179182224	chr5	179182125	179182325	+	191	NA	intron (NM_014757, intron 1 of 4)	MIRb|SINE|MIR	22402	NM_014757	9794	Hs.631951	NM_014757	ENSG00000161021	MAML1	Mam-1|Mam1	mastermind like transcriptional coactivator 1	protein-coding
17:49802598	chr17	49802499	49802699	+	191	NA	intron (NM_001082533, intron 5 of 9)	intron (NM_001082533, intron 5 of 9)	289811	NR_146897	105371828	Hs.640153	NR_146897		LINC02073	-	long intergenic non-protein coding RNA 2073	ncRNA
6:26104007	chr6	26103908	26104108	+	191	NA	promoter-TSS (NM_003542)	promoter-TSS (NM_003542)	-168	NM_003542	8364	Hs.46423	NM_003542	ENSG00000197061	HIST1H4C	H4/g|H4FG|dJ221C16.1	histone cluster 1 H4 family member c	protein-coding
6:2943310	chr6	2943211	2943411	+	191	NA	Intergenic	MER83|LTR|ERV1	19053	NM_001271825	5269	Hs.519523	NM_004568	ENSG00000124570	SERPINB6	CAP|DFNB91|MSTP057|PI-6|PI6|PTI|SPI3	serpin family B member 6	protein-coding
15:73650750	chr15	73650651	73650851	+	191	NA	intron (NM_005477, intron 1 of 7)	intron (NM_005477, intron 1 of 7)	10548	NM_005477	10021	Hs.86941	NM_005477	ENSG00000138622	HCN4	SSS2	hyperpolarization activated cyclic nucleotide gated potassium channel 4	protein-coding
8:8746812	chr8	8746713	8746913	+	191	NA	intron (NM_004225, intron 1 of 2)	intron (NM_004225, intron 1 of 2)	4327	NM_004225	9258	Hs.379414	NM_004225	ENSG00000147324	MFHAS1	LRRC65|MASL1|ROCO4	malignant fibrous histiocytoma amplified sequence 1	protein-coding
12:103279152,12:103279352	chr12	103279053	103279453	+	191	NA	intron (NM_000277, intron 3 of 12)	intron (NM_000277, intron 3 of 12)	31769	NM_000277	5053	Hs.560019	NM_000277	ENSG00000171759	PAH	PH|PKU|PKU1	phenylalanine hydroxylase	protein-coding
12:119510324	chr12	119510225	119510425	+	191	NA	intron (NM_194286, intron 1 of 12)	intron (NM_194286, intron 1 of 12)	90979	NM_194286	84530	Hs.744964	NM_194286	ENSG00000139767	SRRM4	KIAA1853|MU-MB-2.76|nSR100	serine/arginine repetitive matrix 4	protein-coding
7:29410293	chr7	29410194	29410394	+	191	NA	intron (NM_001293072, intron 3 of 12)	intron (NM_001293072, intron 3 of 12)	-109034	NR_120524	1124	Hs.654611	NM_004067	ENSG00000106069	CHN2	ARHGAP3|BCH|CHN2-3|RHOGAP3	chimerin 2	protein-coding
2:154634010	chr2	154633911	154634111	+	191	NA	Intergenic	Intergenic	-94424	NM_052917	114805	Hs.470277	NM_052917	ENSG00000144278	GALNT13	GalNAc-T13	polypeptide N-acetylgalactosaminyltransferase 13	protein-coding
2:238498546	chr2	238498447	238498647	+	191	NA	intron (NM_022449, intron 1 of 5)	intron (NM_022449, intron 1 of 5)	830	NM_022449	64284	Hs.44278	NM_022449	ENSG00000124839	RAB17	-	RAB17, member RAS oncogene family	protein-coding
22:42242406	chr22	42242307	42242507	+	191	NA	intron (NR_103834, intron 1 of 21)	intron (NR_103834, intron 1 of 21)	-11738	NR_157279	112637020		NR_157279		SREBF2-AS1	821D11.7|RP5	SREBF2 antisense RNA 1	ncRNA
3:169381547	chr3	169381448	169381648	+	191	NA	promoter-TSS (NM_001366466)	promoter-TSS (NM_001366466)	-48	NM_001366466	2122	Hs.656395	NM_004991	ENSG00000085276	MECOM	AML1-EVI-1|EVI1|KMT8E|MDS1|MDS1-EVI1|PRDM3|RUSAT2	MDS1 and EVI1 complex locus	protein-coding
3:159479122	chr3	159479023	159479223	+	191	NA	intron (NM_001197108, intron 1 of 6)	L2c|LINE|L2	7278	NR_121669	100874433	Hs.601476	NR_121669		IQCJ-SCHIP1-AS1	uaz98	IQCJ-SCHIP1 readthrough antisense RNA 1	ncRNA
10:12448064	chr10	12447965	12448165	+	191	NA	intron (NM_001351032, intron 3 of 11)	intron (NM_001351032, intron 3 of 11)	17084	NM_001351032	57118	Hs.600547	NM_020397	ENSG00000183049	CAMK1D	CKLiK|CaM-K1|CaMKID	calcium/calmodulin dependent protein kinase ID	protein-coding
1:5720569	chr1	5720470	5720670	+	191	NA	Intergenic	Intergenic	202231	NR_039838	100616421		NR_039838	ENSG00000264101	MIR4689	mir-4689	microRNA 4689	ncRNA
9:34178959	chr9	34178860	34179060	+	191	NA	promoter-TSS (NM_016525)	promoter-TSS (NM_016525)	-43	NM_001171202	51271	Hs.268963	NM_016525	ENSG00000165006	UBAP1	NAG20|SPG80|UAP|UBAP|UBAP-1	ubiquitin associated protein 1	protein-coding
2:108806066	chr2	108805967	108806167	+	191	NA	intron (NR_131251, intron 1 of 4)	LTR3B_|LTR|ERVK	28230	NR_131251	102724774	Hs.626744	NR_131251	ENSG00000225328	LINC01594	TCONS_l2_00015893	long intergenic non-protein coding RNA 1594	ncRNA
7:146410444	chr7	146410345	146410545	+	191	NA	Intergenic	Intergenic	-60918	NM_014141	26047	Hs.655684	NM_014141	ENSG00000174469	CNTNAP2	AUTS15|CASPR2|CDFE|NRXN4|PTHSL1	contactin associated protein like 2	protein-coding
18:3129479	chr18	3129380	3129580	+	191	NA	exon (NM_003803, exon 18 of 38)	exon (NM_003803, exon 18 of 38)	90486	NM_019856	8736	Hs.464469	NM_003803	ENSG00000101605	MYOM1	SKELEMIN	myomesin 1	protein-coding
1:156663066	chr1	156662967	156663167	+	191	NA	Intergenic	Intergenic	12308	NM_001878	1382	Hs.405662	NM_001878	ENSG00000143320	CRABP2	CRABP-II|RBP6	cellular retinoic acid binding protein 2	protein-coding
2:220593764	chr2	220593665	220593865	+	191	NA	Intergenic	Intergenic	101413	NM_005070	6508	Hs.1176	NM_005070	ENSG00000114923	SLC4A3	AE3|CAE3/BAE3|SLC2C	solute carrier family 4 member 3	protein-coding
22:23908704	chr22	23908605	23908805	+	191	NA	Intergenic	CpG	13772	NM_152855	3543	Hs.348935	NM_020070	ENSG00000128322	IGLL1	14.1|AGM2|CD179b|IGL1|IGL5|IGLJ14.1|IGLL|IGO|IGVPB|VPREB2	immunoglobulin lambda like polypeptide 1	protein-coding
11:60715905	chr11	60715806	60716006	+	191	NA	intron (NM_016582, intron 1 of 7)	intron (NM_016582, intron 1 of 7)	3742	NM_016582	51296	Hs.237856	NM_016582	ENSG00000110446	SLC15A3	OCTP|PHT2|PTR3	solute carrier family 15 member 3	protein-coding
6:166189042	chr6	166188943	166189143	+	191	NA	Intergenic	Intergenic	-113275	NM_006661	10846	Hs.348762	NM_006661	ENSG00000112541	PDE10A	ADSD2|HSPDE10A|IOLOD|LINC00473|PDE10A19	phosphodiesterase 10A	protein-coding
13:91155284	chr13	91155185	91155385	+	191	NA	intron (NR_120414, intron 2 of 5)	MER77|LTR|ERVL	9743	NR_120414	101927224	Hs.385801	NR_120414		LINC01049	-	long intergenic non-protein coding RNA 1049	ncRNA
3:126854383	chr3	126854284	126854484	+	191	NA	Intergenic	CpG	-57590	NM_001007534	285311	Hs.591284	NM_001007534	ENSG00000214324	C3orf56	-	chromosome 3 open reading frame 56	protein-coding
18:47739653	chr18	47739554	47739754	+	191	NA	Intergenic	Intergenic	-18137	NM_001080467	4645	Hs.720076	NM_001080467	ENSG00000167306	MYO5B	-	myosin VB	protein-coding
2:165865558	chr2	165865459	165865659	+	191	NA	Intergenic	Intergenic	-53524	NM_001351540	151258	Hs.658702	NM_173512	ENSG00000169507	SLC38A11	AVT2	solute carrier family 38 member 11	protein-coding
1:151138585	chr1	151138486	151138686	+	191	NA	promoter-TSS (NM_001204856)	promoter-TSS (NM_001204856)	-34	NR_037937	79005	Hs.732060	NM_024041	ENSG00000163156	SCNM1	-	sodium channel modifier 1	protein-coding
17:4020017	chr17	4019918	4020118	+	191	NA	intron (NM_015113, intron 3 of 54)	L2a|LINE|L2	26306	NM_015113	23140	Hs.277624	NM_015113	ENSG00000074755	ZZEF1	ZZZ4	zinc finger ZZ-type and EF-hand domain containing 1	protein-coding
2:6675934	chr2	6675835	6676035	+	191	NA	Intergenic	Intergenic	97984	NR_110500	102800315	Hs.729713	NR_110498	ENSG00000236172	LINC01246	-	long intergenic non-protein coding RNA 1246	ncRNA
11:12189105	chr11	12189006	12189206	+	191	NA	intron (NR_144420, intron 3 of 27)	intron (NR_144420, intron 3 of 27)	3876	NR_106739	102466906		NR_106739	ENSG00000275373	MIR6124	hsa-mir-6124	microRNA 6124	ncRNA
3:32299259	chr3	32299160	32299360	+	191	NA	intron (NM_001320308, intron 1 of 2)	intron (NM_001320308, intron 1 of 2)	19088	NM_178868	152189	Hs.154986	NM_178868	ENSG00000170293	CMTM8	CKLFSF8|CKLFSF8-V2	CKLF like MARVEL transmembrane domain containing 8	protein-coding
1:98371178	chr1	98371079	98371279	+	191	NA	intron (NM_000110, intron 1 of 22)	intron (NM_000110, intron 1 of 22)	15436	NM_000110	1806	Hs.335034	NM_000110	ENSG00000188641	DPYD	DHP|DHPDHASE|DPD	dihydropyrimidine dehydrogenase	protein-coding
8:131454819	chr8	131454720	131454920	+	191	NA	intron (NM_018482, intron 1 of 29)	intron (NM_018482, intron 1 of 29)	1086	NM_001362924	50807	Hs.655552	NM_018482	ENSG00000153317	ASAP1	AMAP1|CENTB4|DDEF1|PAG2|PAP|ZG14P	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1	protein-coding
5:14036356	chr5	14036257	14036457	+	191	NA	Intergenic	Intergenic	-91768	NM_001369	1767	Hs.212360	NM_001369	ENSG00000039139	DNAH5	CILD3|DNAHC5|HL1|KTGNR|PCD	dynein axonemal heavy chain 5	protein-coding
19:35949897	chr19	35949798	35949998	+	191	NA	Intergenic	Intergenic	10739	NM_001370087	2867	Hs.248056	NM_005306	ENSG00000126262	FFAR2	FFA2R|GPR43	free fatty acid receptor 2	protein-coding
5:73577134	chr5	73577035	73577235	+	191	NA	Intergenic	Intergenic	27015	NR_105009	102503429	Hs.519391	NR_105009	ENSG00000248942	LINC01335	-	long intergenic non-protein coding RNA 1335	ncRNA
6:435277	chr6	435178	435378	+	191	NA	Intergenic	LTR12C|LTR|ERV1	43526	NM_001195286	3662	Hs.401013	NM_002460	ENSG00000137265	IRF4	LSIRF|MUM1|NF-EM5|SHEP8	interferon regulatory factor 4	protein-coding
8:145699323	chr8	145699224	145699424	+	191	NA	3' UTR (NM_003923, exon 3 of 3)	3' UTR (NM_003923, exon 3 of 3)	1908	NM_003923	8928	Hs.708365	NM_003923	ENSG00000160973	FOXH1	FAST-1|FAST1	forkhead box H1	protein-coding
16:54961231	chr16	54961132	54961332	+	191	NA	intron (NR_110453, intron 1 of 5)	intron (NR_110453, intron 1 of 5)	1458	NR_034106	643911	Hs.237396	NM_001308963		CRNDE	CRNDEP|LINC00180|NCRNA00180|PNAS-108|lincIRX5	colorectal neoplasia differentially expressed	protein-coding
1:64237544	chr1	64237445	64237645	+	191	NA	Intergenic	Intergenic	-2143	NM_001083592	4919	Hs.128753	NM_005012	ENSG00000185483	ROR1	NTRKR1|dJ537F10.1	receptor tyrosine kinase like orphan receptor 1	protein-coding
7:141406454	chr7	141406355	141406555	+	191	NA	intron (NR_015392, intron 6 of 6)	intron (NR_015392, intron 6 of 6)	-1698	NM_001105558	494551	Hs.657927	NM_001105558	ENSG00000214102	WEE2	OOMD5|WEE1B	WEE1 homolog 2	protein-coding
5:73936609	chr5	73936510	73936710	+	191	NA	non-coding (NR_046318, exon 1 of 2)	non-coding (NR_046318, exon 1 of 2)	639	NM_001256575	8507	Hs.104925	NM_003633	ENSG00000171617	ENC1	CCL28|ENC-1|KLHL35|KLHL37|NRPB|PIG10|TP53I10	ectodermal-neural cortex 1	protein-coding
3:181960024	chr3	181959925	181960125	+	191	NA	Intergenic	Intergenic	244125	NR_040105	401103	Hs.591304	NR_040105	ENSG00000241098	LINC01994	-	long intergenic non-protein coding RNA 1994	ncRNA
3:182218290	chr3	182218191	182218391	+	191	NA	intron (NR_134941, intron 3 of 3)	intron (NR_134941, intron 3 of 3)	6621	NR_134941	105374244	Hs.130176	NR_134941	ENSG00000244247	LINC01995	-	long intergenic non-protein coding RNA 1995	ncRNA
17:65038868	chr17	65038769	65038969	+	191	NA	Intergenic	Intergenic	-1801	NM_000727	786	Hs.147989	NM_000727	ENSG00000108878	CACNG1	CACNLG	calcium voltage-gated channel auxiliary subunit gamma 1	protein-coding
18:31605595	chr18	31605496	31605696	+	191	NA	intron (NM_001353233, intron 5 of 11)	intron (NM_001353233, intron 5 of 11)	22980	NM_001353236	8715	Hs.514795	NM_003787	ENSG00000101746	NOL4	CT125|HRIHFB2255|NOLP	nucleolar protein 4	protein-coding
4:21699479	chr4	21699380	21699580	+	191	NA	intron (NM_147182, intron 2 of 8)	intron (NM_147182, intron 2 of 8)	115761	NR_134233	105374516		NR_134233	ENSG00000250092	LOC105374516	-	uncharacterized LOC105374516	ncRNA
1:209523203	chr1	209523104	209523304	+	191	NA	Intergenic	Intergenic	-22196	NR_146491	101929476	Hs.568721	NR_146491		LINC01698	-	long intergenic non-protein coding RNA 1698	ncRNA
18:42934257	chr18	42934158	42934358	+	191	NA	intron (NM_001242692, intron 1 of 20)	intron (NM_001242692, intron 1 of 20)	141298	NM_001242692	8170	Hs.710927	NM_007163	ENSG00000132874	SLC14A2	HUT2|UT-A2|UT2|UTA|UTR|hUT-A6	solute carrier family 14 member 2	protein-coding
17:56479500	chr17	56479401	56479601	+	191	NA	intron (NM_017763, intron 2 of 9)	intron (NM_017763, intron 2 of 9)	581	NM_001305545	54894	Hs.584916	NM_017763	ENSG00000108375	RNF43	RNF124|SSPCS|URCC	ring finger protein 43	protein-coding
1:165122203	chr1	165122104	165122304	+	191	NA	Intergenic	Intergenic	203274	NM_001174069	4009	Hs.667312	NM_177398	ENSG00000162761	LMX1A	LMX1|LMX1.1	LIM homeobox transcription factor 1 alpha	protein-coding
2:176995175	chr2	176995076	176995276	+	191	NA	exon (NM_001199746, exon 1 of 2)	exon (NM_001199746, exon 1 of 2)	743	NM_001199747	3234	Hs.301963	NM_019558	ENSG00000175879	HOXD8	HOX4|HOX4E|HOX5.4	homeobox D8	protein-coding
20:50416936	chr20	50416837	50417037	+	191	NA	intron (NM_020436, intron 1 of 3)	intron (NM_020436, intron 1 of 3)	2123	NM_020436	57167	Hs.517113	NM_020436	ENSG00000101115	SALL4	DRRS|HSAL4|ZNF797	spalt like transcription factor 4	protein-coding
15:78694727	chr15	78694628	78694828	+	191	NA	Intergenic	Intergenic	-35045	NM_001354994	3658	Hs.436031	NM_004136	ENSG00000136381	IREB2	ACO3|IRE-BP 2|IRE-BP2|IRP2|IRP2AD|NDCAMA	iron responsive element binding protein 2	protein-coding
12:31004618	chr12	31004519	31004719	+	191	NA	Intergenic	LTR13_|LTR|ERVK	56004	NR_040245	100287314	Hs.355210	NR_040245		LINC00941	lncRNA-MUF	long intergenic non-protein coding RNA 941	ncRNA
11:114082712	chr11	114082613	114082813	+	191	NA	intron (NM_006006, intron 4 of 6)	intron (NM_006006, intron 4 of 6)	-83822	NM_006169	4837	Hs.503911	NM_006169	ENSG00000166741	NNMT	-	nicotinamide N-methyltransferase	protein-coding
15:58624465	chr15	58624366	58624566	+	191	NA	Intergenic	Intergenic	-99724	NM_000236	3990	Hs.654472	NM_000236	ENSG00000166035	LIPC	HDLCQ12|HL|HTGL|LIPH	lipase C, hepatic type	protein-coding
X:43609772	chrX	43609673	43609873	+	191	NA	Intergenic	Intergenic	95618	NM_000240	4128	Hs.183109	NM_000240	ENSG00000189221	MAOA	BRNRS|MAO-A	monoamine oxidase A	protein-coding
10:34313857	chr10	34313758	34313958	+	191	NA	Intergenic	Intergenic	-252250	NR_038932	100505583	Hs.568804	NR_038932	ENSG00000261683	LINC00838	-	long intergenic non-protein coding RNA 838	ncRNA
17:76732064	chr17	76731965	76732165	+	191	NA	intron (NM_017456, intron 1 of 12)	intron (NM_017456, intron 1 of 12)	919	NM_001365040	9267	Hs.191215	NM_004762	ENSG00000108669	CYTH1	B2-1|CYTOHESIN-1|D17S811E|PSCD1|SEC7	cytohesin 1	protein-coding
2:121322085	chr2	121321986	121322186	+	191	NA	Intergenic	Intergenic	-98161	NR_027181	84931	Hs.334519	NM_032845	ENSG00000280409	LINC01101	-	long intergenic non-protein coding RNA 1101	ncRNA
5:158527491	chr5	158527392	158527592	+	191	NA	promoter-TSS (NM_001324109)	promoter-TSS (NM_001324109)	1	NR_109890	101927740	Hs.738721	NR_109890	ENSG00000245812	LINC02202	-	long intergenic non-protein coding RNA 2202	ncRNA
10:131649368	chr10	131649269	131649469	+	191	NA	intron (NM_001005463, intron 10 of 15)	intron (NM_001005463, intron 10 of 15)	-7731	NR_036179	100422873		NR_036179	ENSG00000266676	MIR4297	-	microRNA 4297	ncRNA
5:55606693	chr5	55606594	55606794	+	191	NA	Intergenic	Intergenic	-77537	NM_024669	79722	Hs.436214	NM_024669	ENSG00000164512	ANKRD55	-	ankyrin repeat domain 55	protein-coding
2:47235972	chr2	47235873	47236073	+	191	NA	intron (NM_020458, intron 10 of 19)	intron (NM_020458, intron 10 of 19)	-66979	NM_001171511	90411	Hs.662152	NM_139279	ENSG00000180398	MCFD2	F5F8D|F5F8D2|LMAN1IP|SDNSF	multiple coagulation factor deficiency 2	protein-coding
7:135494717	chr7	135494618	135494818	+	191	NA	Intergenic	Intergenic	-61157	NM_205855	389558	Hs.55200	NM_205855	ENSG00000189320	FAM180A	UNQ1940	family with sequence similarity 180 member A	protein-coding
5:73947654	chr5	73947555	73947755	+	191	NA	intron (NM_001292004, intron 1 of 13)	intron (NM_001292004, intron 1 of 13)	-10406	NM_003633	8507	Hs.104925	NM_003633	ENSG00000171617	ENC1	CCL28|ENC-1|KLHL35|KLHL37|NRPB|PIG10|TP53I10	ectodermal-neural cortex 1	protein-coding
13:93155091	chr13	93154992	93155192	+	191	NA	intron (NM_004466, intron 7 of 7)	L1MEf|LINE|L1	12676	NR_049840	100847092		NR_049840	ENSG00000263741	MIR548AS	-	microRNA 548as	ncRNA
1:158057298	chr1	158057199	158057399	+	191	NA	intron (NM_018240, intron 5 of 14)	intron (NM_018240, intron 5 of 14)	53131	NR_033946	646268	Hs.506902	NR_033946	ENSG00000231666	LINC01704	-	long intergenic non-protein coding RNA 1704	ncRNA
